001	1945-01-01	ДА
001	1945-01-01	ДА	ЛФ
001	1945-01-01	ДА	ЛФ	8 армия
027	1945-01-01	ДА	2 БФ	3 армия	81 гап
027	1945-01-01	ДА	2 БФ	3 армия	44 иптабр
027	1945-01-01	ДА	2 БФ	3 армия	19 минбр
027	1945-01-01	ДА	2 БФ	3 армия	100 гв. мп
027	1945-01-01	ДА	2 БФ	3 армия	313 гв. мп
027	1945-01-01	ДА	2 БФ	3 армия	1355 зенап
027	1945-01-01	ДА	2 БФ	3 армия	1359 зенап
027	1945-01-01	ДА	2 БФ	3 армия	1365 зенап
027	1945-01-01	ДА	2 БФ	3 армия	1371 зенап
027	1945-01-01	ДА	2 БФ	3 армия	66 гв. отп
027	1945-01-01	ДА	2 БФ	3 армия	1294 сап
027	1945-01-01	ДА	2 БФ	3 армия	1812 сап
027	1945-01-01	ДА	2 БФ	3 армия	1888 сап
027	1945-01-01	ДА	2 БФ	3 армия	1901 сап
027	1945-01-01	ДА	2 БФ	3 армия	10 исбр
027	1945-01-01	ДА	2 БФ	3 армия	141 орро
027	1945-01-01	ДА	2 БФ	3 армия	207 орро
028	1945-01-01	ДА	2 БФ	48 армия
028	1945-01-01	ДА	2 БФ	48 армия	29 ск
028	1945-01-01	ДА	2 БФ	48 армия	73 сд
028	1945-01-01	ДА	2 БФ	48 армия	102 сд
028	1945-01-01	ДА	2 БФ	48 армия	42 ск 
028	1945-01-01	ДА	2 БФ	48 армия	137 сд
028	1945-01-01	ДА	2 БФ	48 армия	170 сд
028	1945-01-01	ДА	2 БФ	48 армия	399 сд
028	1945-01-01	ДА	2 БФ	48 армия	53 ск 
028	1945-01-01	ДА	2 БФ	48 армия	96 сд
028	1945-01-01	ДА	2 БФ	48 армия	194 сд
028	1945-01-01	ДА	2 БФ	48 армия	17 сд
028	1945-01-01	ДА	2 БФ	48 армия	217 сд
028	1945-01-01	ДА	2 БФ	48 армия	15 адп 
028	1945-01-01	ДА	2 БФ	48 армия	31 гв. тгабр
028	1945-01-01	ДА	2 БФ	48 армия	85 тгабр
028	1945-01-01	ДА	2 БФ	48 армия	18 минбр
028	1945-01-01	ДА	2 БФ	48 армия	68 пабр
028	1945-01-01	ДА	2 БФ	48 армия	41 гв.
028	1945-01-01	ДА	2 БФ	48 армия	5 иптабр
028	1945-01-01	ДА	2 БФ	48 армия	13 иптабр
028	1945-01-01	ДА	2 БФ	48 армия	286 минп
028	1945-01-01	ДА	2 БФ	48 армия	479 минп
028	1945-01-01	ДА	2 БФ	48 армия	1980 зенап
028	1945-01-01	ДА	2 БФ	48 армия	1984 зенап
028	1945-01-01	ДА	2 БФ	48 армия	1988 зенап
028	1945-01-01	ДА	2 БФ	48 армия	1992 зенап
028	1945-01-01	ДА	2 БФ	48 армия	342 гв. тсап
028	1945-01-01	ДА	2 БФ	48 армия	1902 сап
028	1945-01-01	ДА	2 БФ	48 армия	1 гв. шисбр
028	1945-01-01	ДА	2 БФ	48 армия	104 пмб
028	1945-01-01	ДА	2 БФ	48 армия	34 ооб
029	1945-01-01	ДА	2 БФ	49 армия
029	1945-01-01	ДА	2 БФ	49 армия	70 ск
029	1945-01-01	ДА	2 БФ	49 армия	139 сд
029	1945-01-01	ДА	2 БФ	49 армия	238 сд
029	1945-01-01	ДА	2 БФ	49 армия	385 сд
029	1945-01-01	ДА	2 БФ	49 армия	121 ск 
029	1945-01-01	ДА	2 БФ	49 армия	42 сд
029	1945-01-01	ДА	2 БФ	49 армия	199 сд
029	1945-01-01	ДА	2 БФ	49 армия	380 сд
029	1945-01-01	ДА	2 БФ	49 армия	51 сд
029	1945-01-01	ДА	2 БФ	49 армия	208 сд
029	1945-01-01	ДА	2 БФ	49 армия	216 сд
029	1945-01-01	ДА	2 БФ	49 армия	143 пабр
029	1945-01-01	ДА	2 БФ	49 армия	593 иптап
029	1945-01-01	ДА	2 БФ	49 армия	544 минп
029	1945-01-01	ДА	2 БФ	49 армия	49 зенад 
029	1945-01-01	ДА	2 БФ	49 армия	1265 зенап
029	1945-01-01	ДА	2 БФ	49 армия	1271 зенап
029	1945-01-01	ДА	2 БФ	49 армия	1272 зенап
029	1945-01-01	ДА	2 БФ	49 армия	2012 зенап
029	1945-01-01	ДА	2 БФ	49 армия	7 гв. отп
029	1945-01-01	ДА	2 БФ	49 армия	66 одн брп
029	1945-01-01	ДА	2 БФ	49 армия	11 исбр
030	1945-01-01	ДА	2 БФ	50 армия
030	1945-01-01	ДА	2 БФ	50 армия	69 ск
030	1945-01-01	ДА	2 БФ	50 армия	110 сд
030	1945-01-01	ДА	2 БФ	50 армия	153 сд
030	1945-01-01	ДА	2 БФ	50 армия	191 сд
030	1945-01-01	ДА	2 БФ	50 армия	324 сд
030	1945-01-01	ДА	2 БФ	50 армия	81 ск 
030	1945-01-01	ДА	2 БФ	50 армия	343 сд
030	1945-01-01	ДА	2 БФ	50 армия	307 сд
030	1945-01-01	ДА	2 БФ	50 армия	330 сд
030	1945-01-01	ДА	2 БФ	50 армия	369 сд
030	1945-01-01	ДА	2 БФ	50 армия	153 УР
030	1945-01-01	ДА	2 БФ	50 армия	161 УР
030	1945-01-01	ДА	2 БФ	50 армия	144 пабр
030	1945-01-01	ДА	2 БФ	50 армия	1321 иптап
030	1945-01-01	ДА	2 БФ	50 армия	325 гв. мп
030	1945-01-01	ДА	2 БФ	50 армия	1444 сап
030	1945-01-01	ДА	2 БФ	50 армия	26 одн брп
030	1945-01-01	ДА	2 БФ	50 армия	40 одн брп
030	1945-01-01	ДА	2 БФ	50 армия	43 одн брп
030	1945-01-01	ДА	2 БФ	50 армия	50 исбр
030	1945-01-01	ДА	2 БФ	50 армия	16 ооб
030	1945-01-01	ДА	2 БФ	50 армия	17 ооб
031	1945-01-01	ДА	2 БФ	65 армия
031	1945-01-01	ДА	2 БФ	65 армия	18 ск
031	1945-01-01	ДА	2 БФ	65 армия	37 гв.
031	1945-01-01	ДА	2 БФ	65 армия	69 сд
031	1945-01-01	ДА	2 БФ	65 армия	46 ск 
031	1945-01-01	ДА	2 БФ	65 армия	108 сд
031	1945-01-01	ДА	2 БФ	65 армия	186 сд
031	1945-01-01	ДА	2 БФ	65 армия	413 сд
031	1945-01-01	ДА	2 БФ	65 армия	105 ск 
031	1945-01-01	ДА	2 БФ	65 армия	44 гв.
031	1945-01-01	ДА	2 БФ	65 армия	354 сд
031	1945-01-01	ДА	2 БФ	65 армия	18 адп 
031	1945-01-01	ДА	2 БФ	65 армия	65 лабр
031	1945-01-01	ДА	2 БФ	65 армия	2 тгабр
031	1945-01-01	ДА	2 БФ	65 армия	80 тгабр
031	1945-01-01	ДА	2 БФ	65 армия	42 минбр
031	1945-01-01	ДА	2 БФ	65 армия	26 ад 
031	1945-01-01	ДА	2 БФ	65 армия	75 лабр
031	1945-01-01	ДА	2 БФ	65 армия	77 габр
031	1945-01-01	ДА	2 БФ	65 армия	147 пабр
031	1945-01-01	ДА	2 БФ	65 армия	49 гап
031	1945-01-01	ДА	2 БФ	65 армия	543 иптап
031	1945-01-01	ДА	2 БФ	65 армия	5 гв. мбр
031	1945-01-01	ДА	2 БФ	65 армия	62 гв. мп
031	1945-01-01	ДА	2 БФ	65 армия	836 зенап
031	1945-01-01	ДА	2 БФ	65 армия	977 зенап
031	1945-01-01	ДА	2 БФ	65 армия	990 зенап
031	1945-01-01	ДА	2 БФ	65 армия	997 зенап
031	1945-01-01	ДА	2 БФ	65 армия	80 гв.
031	1945-01-01	ДА	2 БФ	65 армия	922 сап
031	1945-01-01	ДА	2 БФ	65 армия	925 сап
031	1945-01-01	ДА	2 БФ	65 армия	999 сап
031	1945-01-01	ДА	2 БФ	65 армия	1495 сап
031	1945-01-01	ДА	2 БФ	65 армия	14 исбр
032	1945-01-01	ДА	2 БФ	70 армия
032	1945-01-01	ДА	2 БФ	70 армия	47 ск
032	1945-01-01	ДА	2 БФ	70 армия	71 сд
032	1945-01-01	ДА	2 БФ	70 армия	136 сд
032	1945-01-01	ДА	2 БФ	70 армия	162 сд
032	1945-01-01	ДА	2 БФ	70 армия	96 ск 
032	1945-01-01	ДА	2 БФ	70 армия	38 гв.
032	1945-01-01	ДА	2 БФ	70 армия	165 сд
032	1945-01-01	ДА	2 БФ	70 армия	114 ск 
032	1945-01-01	ДА	2 БФ	70 армия	76 гв.
032	1945-01-01	ДА	2 БФ	70 армия	200 сд
032	1945-01-01	ДА	2 БФ	70 армия	148 пабр
032	1945-01-01	ДА	2 БФ	70 армия	136 гв. минп
032	1945-01-01	ДА	2 БФ	70 армия	317 оадн ОМ
032	1945-01-01	ДА	2 БФ	70 армия	1890 сап
032	1945-01-01	ДА	2 БФ	70 армия	1898 сап
032	1945-01-01	ДА	2 БФ	70 армия	48 исбр
032	1945-01-01	ДА	2 БФ	70 армия	42 мпмб
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	6 зенад
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	146 зенап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	366 зенап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	516 зенап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	1062 зенап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	10 тк 
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	178 тбр
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	183 тбр
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	186 тбр
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	705 лап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	727 сап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	1207 сап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	1450 сап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	128 огв. мдн
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	29 тк 
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	25 тбр
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	31 тбр
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	32 тбр
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	165 лап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	271 минп
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	365 гв. тсап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	1446 сап
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	75 мцб
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	1 гв. мцп
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	14 гв. тп
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	994 апс
033	1945-01-01	ДА	2 БФ	5 гвардейская танковая армия	21 мибр
034	1945-01-01	ДА	2 БФ	4 воздушная армия
034	1945-01-01	ДА	2 БФ	4 воздушная армия	5 бак
034	1945-01-01	ДА	2 БФ	4 воздушная армия	132 бад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	327 бад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	4 шак 
034	1945-01-01	ДА	2 БФ	4 воздушная армия	196 шад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	199 шад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	8 иак 
034	1945-01-01	ДА	2 БФ	4 воздушная армия	215 иад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	323 иад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	233 шад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	260 шад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	269 иад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	309 иад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	329 иад
034	1945-01-01	ДА	2 БФ	4 воздушная армия	47 гв. рап
034	1945-01-01	ДА	2 БФ	4 воздушная армия	164 гв. рап
034	1945-01-01	ДА	2 БФ	4 воздушная армия	213 санап
035	1945-01-01	ДА	2 БФ	3 гв. кк
035	1945-01-01	ДА	2 БФ	5 гв.
035	1945-01-01	ДА	2 БФ	6 гв.
035	1945-01-01	ДА	2 БФ	1814 сап
035	1945-01-01	ДА	2 БФ	3 гв. мп
035	1945-01-01	ДА	2 БФ	64 гв. оминдн
035	1945-01-01	ДА	2 БФ	2 адп 
035	1945-01-01	ДА	2 БФ	20 лабр
035	1945-01-01	ДА	2 БФ	10 гв. габр
035	1945-01-01	ДА	2 БФ	121 габр БМ
035	1945-01-01	ДА	2 БФ	1099 кап
035	1945-01-01	ДА	2 БФ	6 гв. мп
035	1945-01-01	ДА	2 БФ	84 гв. мп
035	1945-01-01	ДА	2 БФ	341 зенап
035	1945-01-01	ДА	2 БФ	739 зенап
035	1945-01-01	ДА	2 БФ	1268 зенап
035	1945-01-01	ДА	2 БФ	1270 зенап
035	1945-01-01	ДА	2 БФ	1479 зенап
035	1945-01-01	ДА	2 БФ	1482 зенап
035	1945-01-01	ДА	2 БФ	1709 зенап
035	1945-01-01	ДА	2 БФ	21 озадн
035	1945-01-01	ДА	2 БФ	451 озадн
035	1945-01-01	ДА	2 БФ	490 озадн
035	1945-01-01	ДА	2 БФ	508 озадн
035	1945-01-01	ДА	2 БФ	614 озадн
035	1945-01-01	ДА	2 БФ	32 озенбатр
035	1945-01-01	ДА	2 БФ	33 озенбатр
035	1945-01-01	ДА	2 БФ	1 гв. тк 
035	1945-01-01	ДА	2 БФ	15 гв. тбр
035	1945-01-01	ДА	2 БФ	16 гв. тбр
035	1945-01-01	ДА	2 БФ	17 гв. тбр
035	1945-01-01	ДА	2 БФ	166 лап
035	1945-01-01	ДА	2 БФ	1296 сап
035	1945-01-01	ДА	2 БФ	43 гв. мдн
035	1945-01-01	ДА	2 БФ	13 гв. мцб
035	1945-01-01	ДА	2 БФ	8 гв. тк 
035	1945-01-01	ДА	2 БФ	58 гв. тбр
035	1945-01-01	ДА	2 БФ	59 гв. тбр
035	1945-01-01	ДА	2 БФ	60 гв. тбр
035	1945-01-01	ДА	2 БФ	62 гв. тп
035	1945-01-01	ДА	2 БФ	301 гв.
035	1945-01-01	ДА	2 БФ	6 гв. мцб
035	1945-01-01	ДА	2 БФ	307 гв. мдн
035	1945-01-01	ДА	2 БФ	3 гв. тк 
035	1945-01-01	ДА	2 БФ	3 гв. тбр
035	1945-01-01	ДА	2 БФ	18 гв. тбр
035	1945-01-01	ДА	2 БФ	19 гв. тбр
035	1945-01-01	ДА	2 БФ	1072 лап
035	1945-01-01	ДА	2 БФ	1496 сап
035	1945-01-01	ДА	2 БФ	266 минп
035	1945-01-01	ДА	2 БФ	1701 зенап
035	1945-01-01	ДА	2 БФ	8 мк 
035	1945-01-01	ДА	2 БФ	66 мехбр
035	1945-01-01	ДА	2 БФ	67 мехбр
035	1945-01-01	ДА	2 БФ	68 мехбр
035	1945-01-01	ДА	2 БФ	86 гв. тп
035	1945-01-01	ДА	2 БФ	895 сап
035	1945-01-01	ДА	2 БФ	205 гв. мдн
035	1945-01-01	ДА	2 БФ	97 мцб
035	1945-01-01	ДА	2 БФ	23 гв. тбр
035	1945-01-01	ДА	2 БФ	40 инж. тп
035	1945-01-01	ДА	2 БФ	1 шисбр 
035	1945-01-01	ДА	2 БФ	510 огнем. тп
035	1945-01-01	ДА	2 БФ	72 гв. омб ОСНАЗ
035	1945-01-01	ДА	2 БФ	145 озенбрп
035	1945-01-01	ДА	2 БФ	859 ап дальней разведки погоды
035	1945-01-01	ДА	2 БФ	1 шисбр
035	1945-01-01	ДА	2 БФ	3 шисбр
035	1945-01-01	ДА	2 БФ	4 пмбр
035	1945-01-01	ДА	2 БФ	9 пмб
035	1945-01-01	ДА	2 БФ	48 пмб
035	1945-01-01	ДА	2 БФ	87 пмб
035	1945-01-01	ДА	2 БФ	89 пмб
035	1945-01-01	ДА	2 БФ	122 пмб
035	1945-01-01	ДА	2 БФ	36 ооб
036	1945-01-01	ДА	1 БФ
036	1945-01-01	ДА	1 БФ	8 гвардейская армия
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	4 гв. ск
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	35 гв. сд
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	47 гв. сд
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	57 гв. сд
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	28 гв. ск 
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	39 гв. сд
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	79 гв. сд
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	88 гв. сд
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	29 гв. ск 
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	27 гв. сд
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	74 гв. сд
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	82 гв. сд
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	6 адп 
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	21 лабр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	18 габр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	124 габр БМ
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	22 адп 
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	13 лабр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	63 габр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	6 тминбр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	41 гв. мбр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	43 гв. пабр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	40 гв. кап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	41 иптабр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	141 минп
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	316 гв. мп
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	297 гв. зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	307 гв. зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	308 гв. зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	309 гв. зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	4 гв. зенад 
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	256 гв. зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	257 гв. зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	263 гв. зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	273 гв. зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	13 зенад 
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	1065 зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	1173 зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	1175 зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	1218 зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	878 зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	1263 зенап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	12 гв. тк 
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	48 гв. тбр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	49 гв. тбр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	66 гв. тбр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	79 гв. тп
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	393 гв. сап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	18 гв. мцб
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	89 гв. мдн
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	65 отп
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	259 отп
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	394 гв. тсап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	694 сап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	1061 сап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	1087 сап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	1200 сап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	1504 сап
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	64 исбр
036	1945-01-01	ДА	1 БФ	8 гвардейская армия	19 ооб
037	1945-01-01	ДА	1 БФ	3 ударная армия
037	1945-01-01	ДА	1 БФ	3 ударная армия	7 ск
037	1945-01-01	ДА	1 БФ	3 ударная армия	146 сд
037	1945-01-01	ДА	1 БФ	3 ударная армия	265 сд
037	1945-01-01	ДА	1 БФ	3 ударная армия	364 сд
037	1945-01-01	ДА	1 БФ	3 ударная армия	12 гв. ск 
037	1945-01-01	ДА	1 БФ	3 ударная армия	23 гв.
037	1945-01-01	ДА	1 БФ	3 ударная армия	52 гв.
037	1945-01-01	ДА	1 БФ	3 ударная армия	79 ск 
037	1945-01-01	ДА	1 БФ	3 ударная армия	150 сд
037	1945-01-01	ДА	1 БФ	3 ударная армия	171 сд
037	1945-01-01	ДА	1 БФ	3 ударная армия	207 сд
037	1945-01-01	ДА	1 БФ	3 ударная армия	136 пабр
037	1945-01-01	ДА	1 БФ	3 ударная армия	203 гв. минп
037	1945-01-01	ДА	1 БФ	3 ударная армия	25 исбр
038	1945-01-01	ДА	1 БФ	5 ударная армия
038	1945-01-01	ДА	1 БФ	5 ударная армия	9 ск
038	1945-01-01	ДА	1 БФ	5 ударная армия	230 сд
038	1945-01-01	ДА	1 БФ	5 ударная армия	248 сд
038	1945-01-01	ДА	1 БФ	5 ударная армия	301 сд
038	1945-01-01	ДА	1 БФ	5 ударная армия	26 гв. ск 
038	1945-01-01	ДА	1 БФ	5 ударная армия	89 гв.
038	1945-01-01	ДА	1 БФ	5 ударная армия	94 гв.
038	1945-01-01	ДА	1 БФ	5 ударная армия	32 ск 
038	1945-01-01	ДА	1 БФ	5 ударная армия	60 гв.
038	1945-01-01	ДА	1 БФ	5 ударная армия	416 сд
038	1945-01-01	ДА	1 БФ	5 ударная армия	44 гв. пабр
038	1945-01-01	ДА	1 БФ	5 ударная армия	507 иптап
038	1945-01-01	ДА	1 БФ	5 ударная армия	1617 зенап
038	1945-01-01	ДА	1 БФ	5 ударная армия	220 тбр
038	1945-01-01	ДА	1 БФ	5 ударная армия	396 гв. тсап
038	1945-01-01	ДА	1 БФ	5 ударная армия	61 исбр
039	1945-01-01	ДА	1 БФ	33 армия
039	1945-01-01	ДА	1 БФ	33 армия	16 ск
039	1945-01-01	ДА	1 БФ	33 армия	89 сд
039	1945-01-01	ДА	1 БФ	33 армия	339 сд
039	1945-01-01	ДА	1 БФ	33 армия	383 сд
039	1945-01-01	ДА	1 БФ	33 армия	38 ск 
039	1945-01-01	ДА	1 БФ	33 армия	95 сд
039	1945-01-01	ДА	1 БФ	33 армия	323 сд
039	1945-01-01	ДА	1 БФ	33 армия	62 ск 
039	1945-01-01	ДА	1 БФ	33 армия	49 сд
039	1945-01-01	ДА	1 БФ	33 армия	222 сд
039	1945-01-01	ДА	1 БФ	33 армия	362 сд
039	1945-01-01	ДА	1 БФ	33 армия	142 пабр
039	1945-01-01	ДА	1 БФ	33 армия	538 минп
039	1945-01-01	ДА	1 БФ	33 армия	1266 зенап
039	1945-01-01	ДА	1 БФ	33 армия	244 отп
039	1945-01-01	ДА	1 БФ	33 армия	257 отп
039	1945-01-01	ДА	1 БФ	33 армия	361 гв. тсап
039	1945-01-01	ДА	1 БФ	33 армия	34 исбр
040	1945-01-01	ДА	1 БФ	47 армия
040	1945-01-01	ДА	1 БФ	47 армия	77 ск
040	1945-01-01	ДА	1 БФ	47 армия	185 сд
040	1945-01-01	ДА	1 БФ	47 армия	234 сд
040	1945-01-01	ДА	1 БФ	47 армия	328 сд
040	1945-01-01	ДА	1 БФ	47 армия	125 ск 
040	1945-01-01	ДА	1 БФ	47 армия	60 сд
040	1945-01-01	ДА	1 БФ	47 армия	76 сд
040	1945-01-01	ДА	1 БФ	47 армия	175 сд
040	1945-01-01	ДА	1 БФ	47 армия	129 ск 
040	1945-01-01	ДА	1 БФ	47 армия	132 сд
040	1945-01-01	ДА	1 БФ	47 армия	143 сд
040	1945-01-01	ДА	1 БФ	47 армия	260 сд
040	1945-01-01	ДА	1 БФ	47 армия	30 гв. пабр
040	1945-01-01	ДА	1 БФ	47 армия	460 минп
040	1945-01-01	ДА	1 БФ	47 армия	31 зенад 
040	1945-01-01	ДА	1 БФ	47 армия	1376 зенап
040	1945-01-01	ДА	1 БФ	47 армия	1380 зенап
040	1945-01-01	ДА	1 БФ	47 армия	1386 зенап
040	1945-01-01	ДА	1 БФ	47 армия	1392 зенап
040	1945-01-01	ДА	1 БФ	47 армия	70 гв. отп
040	1945-01-01	ДА	1 БФ	47 армия	1204 сап
040	1945-01-01	ДА	1 БФ	47 армия	1416 сап
040	1945-01-01	ДА	1 БФ	47 армия	1892 сап
040	1945-01-01	ДА	1 БФ	47 армия	31 одн брп
040	1945-01-01	ДА	1 БФ	47 армия	18 исбр
040	1945-01-01	ДА	1 БФ	47 армия	20 ооб
041	1945-01-01	ДА	1 БФ	61 армия
041	1945-01-01	ДА	1 БФ	61 армия	9 гв. ск
041	1945-01-01	ДА	1 БФ	61 армия	12 гв.
041	1945-01-01	ДА	1 БФ	61 армия	75 гв.
041	1945-01-01	ДА	1 БФ	61 армия	80 ск 
041	1945-01-01	ДА	1 БФ	61 армия	82 сд
041	1945-01-01	ДА	1 БФ	61 армия	212 сд
041	1945-01-01	ДА	1 БФ	61 армия	356 сд
041	1945-01-01	ДА	1 БФ	61 армия	89 ск 
041	1945-01-01	ДА	1 БФ	61 армия	23 сд
041	1945-01-01	ДА	1 БФ	61 армия	311 сд
041	1945-01-01	ДА	1 БФ	61 армия	397 сд
041	1945-01-01	ДА	1 БФ	61 армия	38 гв. пабр
041	1945-01-01	ДА	1 БФ	61 армия	533 иптап
041	1945-01-01	ДА	1 БФ	61 армия	1282 зенап
041	1945-01-01	ДА	1 БФ	61 армия	1899 сап
041	1945-01-01	ДА	1 БФ	61 армия	38 исбр
042	1945-01-01	ДА	1 БФ	69 армия
042	1945-01-01	ДА	1 БФ	69 армия	25 ск
042	1945-01-01	ДА	1 БФ	69 армия	77 гв.
042	1945-01-01	ДА	1 БФ	69 армия	64 сд
042	1945-01-01	ДА	1 БФ	69 армия	61 ск 
042	1945-01-01	ДА	1 БФ	69 армия	41 сд
042	1945-01-01	ДА	1 БФ	69 армия	134 сд
042	1945-01-01	ДА	1 БФ	69 армия	247 сд
042	1945-01-01	ДА	1 БФ	69 армия	274 сд
042	1945-01-01	ДА	1 БФ	69 армия	91 ск 
042	1945-01-01	ДА	1 БФ	69 армия	117 сд
042	1945-01-01	ДА	1 БФ	69 армия	312 сд
042	1945-01-01	ДА	1 БФ	69 армия	370 сд
042	1945-01-01	ДА	1 БФ	69 армия	115 УР
042	1945-01-01	ДА	1 БФ	69 армия	4 акп
042	1945-01-01	ДА	1 БФ	69 армия	5 адп 
042	1945-01-01	ДА	1 БФ	69 армия	23 гв. лабр
042	1945-01-01	ДА	1 БФ	69 армия	9 габр
042	1945-01-01	ДА	1 БФ	69 армия	100 габр БМ
042	1945-01-01	ДА	1 БФ	69 армия	12 адп 
042	1945-01-01	ДА	1 БФ	69 армия	46 лабр
042	1945-01-01	ДА	1 БФ	69 армия	32 габр
042	1945-01-01	ДА	1 БФ	69 армия	104 габр БМ
042	1945-01-01	ДА	1 БФ	69 армия	62 пабр
042	1945-01-01	ДА	1 БФ	69 армия	4 гв.
