001	2018-04-01	ДА
001	2018-04-01	ДА	ЛФ Курляндская группа войск
001	2018-04-01	ДА	ЛФ Курляндская группа войск	1 ударная армия
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	94 ск 
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	124 сд
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	221 сд
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	358 сд
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	113 ск 
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	192 сд
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	262 сд
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	338 сд
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	139 пабр
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	610 иптап
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	326 гв. мп
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	1982 зенап
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	1986 зенап
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	1990 зенап
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	1994 зенап
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	1481 зенап
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	28 гв. тбр
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	735 сап
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	927 сап
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	1197 сап
022	2018-04-01	ДА	3 БФ Земландская группа войск	39 армия	32 исбр
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	13 гв. ск
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	24 гв. сд
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	33 гв. сд
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	87 гв. сд
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	54 ск 
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	126 сд
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	235 сд
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	263 сд
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	90 ск 
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	26 сд
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	70 сд
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	319 сд
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	4 гв. тпад 
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	11 гв. пабр
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	14 гв. пабр
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	37 гв. пабр
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	245 оадн ОМ
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	8 тминбр
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	42 гв. мп
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	95 гв. мп
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	153 тбр
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	253 инж. тп
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	1491 сап
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	4 шисбр
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	13 ооб
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	14 ооб
023	2018-04-01	ДА	3 БФ Земландская группа войск	43 армия	33 ооб
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	69 ск
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	110 сд
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	153 сд
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	324 сд
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	81 ск 
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	2 сд
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	307 сд
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	343 сд
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	144 пабр
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	226 оадн ОМ
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	481 минп
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	100 гв. мп
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	2 гв. мшисбр 
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	148 инж. тп
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	2 гв. мшисбр
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	16 ооб
024	2018-04-01	ДА	3 БФ Земландская группа войск	50 армия	32 ооб
025	2018-04-01	ДА	3 БФ Земландская группа войск	3 воздушная армия
025	2018-04-01	ДА	3 БФ Земландская группа войск	3 воздушная армия	11 иак
025	2018-04-01	ДА	3 БФ Земландская группа войск	3 воздушная армия	5 гв.
025	2018-04-01	ДА	3 БФ Земландская группа войск	3 воздушная армия	314 нбад
025	2018-04-01	ДА	3 БФ Земландская группа войск	3 воздушная армия	335 шад
025	2018-04-01	ДА	3 БФ Земландская группа войск	3 воздушная армия	6 гв. шап
025	2018-04-01	ДА	3 БФ Земландская группа войск	3 воздушная армия	206 крап
025	2018-04-01	ДА	3 БФ Земландская группа войск	3 воздушная армия	763 трап
026	2018-04-01	ДА	3 БФ Земландская группа войск	2 гв. адп
026	2018-04-01	ДА	3 БФ Земландская группа войск	4 гв. лабр
026	2018-04-01	ДА	3 БФ Земландская группа войск	114 пабр
026	2018-04-01	ДА	3 БФ Земландская группа войск	20 гв. габр БМ
026	2018-04-01	ДА	3 БФ Земландская группа войск	3 гв. адп 
026	2018-04-01	ДА	3 БФ Земландская группа войск	7 гв. лабр
026	2018-04-01	ДА	3 БФ Земландская группа войск	8 гв. габр
026	2018-04-01	ДА	3 БФ Земландская группа войск	107 габр БМ
026	2018-04-01	ДА	3 БФ Земландская группа войск	83 гв. гап
026	2018-04-01	ДА	3 БФ Земландская группа войск	480 гап
026	2018-04-01	ДА	3 БФ Земландская группа войск	46 иптабр
026	2018-04-01	ДА	3 БФ Земландская группа войск	9 гв. мбр
026	2018-04-01	ДА	3 БФ Земландская группа войск	11 гв. мбр
026	2018-04-01	ДА	3 БФ Земландская группа войск	24 гв. мбр
026	2018-04-01	ДА	3 БФ Земландская группа войск	45 зенад 
026	2018-04-01	ДА	3 БФ Земландская группа войск	707 зенап
026	2018-04-01	ДА	3 БФ Земландская группа войск	737 зенап
026	2018-04-01	ДА	3 БФ Земландская группа войск	1465 зенап
026	2018-04-01	ДА	3 БФ Земландская группа войск	1466 зенап
026	2018-04-01	ДА	3 БФ Земландская группа войск	246 зенап
026	2018-04-01	ДА	3 БФ Земландская группа войск	1275 зенап
026	2018-04-01	ДА	3 БФ Земландская группа войск	1 тк 
026	2018-04-01	ДА	3 БФ Земландская группа войск	89 тбр
026	2018-04-01	ДА	3 БФ Земландская группа войск	117 тбр
026	2018-04-01	ДА	3 БФ Земландская группа войск	159 тбр
026	2018-04-01	ДА	3 БФ Земландская группа войск	120 лап
026	2018-04-01	ДА	3 БФ Земландская группа войск	1437 сап
026	2018-04-01	ДА	3 БФ Земландская группа войск	1514 сап
026	2018-04-01	ДА	3 БФ Земландская группа войск	108 минп
026	2018-04-01	ДА	3 БФ Земландская группа войск	1720 зенап
026	2018-04-01	ДА	3 БФ Земландская группа войск	35 гв. ттп
026	2018-04-01	ДА	3 БФ Земландская группа войск	76 гв. ттп
026	2018-04-01	ДА	3 БФ Земландская группа войск	60 одн брп
026	2018-04-01	ДА	3 БФ Земландская группа войск	353 апс
026	2018-04-01	ДА	3 БФ Земландская группа войск	5 гв. мибр
026	2018-04-01	ДА	3 БФ Земландская группа войск	106 мпмб
026	2018-04-01	ДА	3 БФ Земландская группа войск	74 оибми
026	2018-04-01	ДА	3 БФ Земландская группа войск	178 орро
027	2018-04-01	ДА	3 БФ	124 ск
027	2018-04-01	ДА	3 БФ	51 сд
027	2018-04-01	ДА	3 БФ	208 сд
027	2018-04-01	ДА	3 БФ	216 сд
027	2018-04-01	ДА	3 БФ	5 акп 
027	2018-04-01	ДА	3 БФ	833 орадн
027	2018-04-01	ДА	3 БФ	10 адп 
027	2018-04-01	ДА	3 БФ	33 гв. лабр
027	2018-04-01	ДА	3 БФ	162 габр
027	2018-04-01	ДА	3 БФ	117 габр БМ
027	2018-04-01	ДА	3 БФ	15 адп 
027	2018-04-01	ДА	3 БФ	206 лабр
027	2018-04-01	ДА	3 БФ	35 габр
027	2018-04-01	ДА	3 БФ	18 минбр
027	2018-04-01	ДА	3 БФ	4 тпад 
027	2018-04-01	ДА	3 БФ	13 гв. пабр
027	2018-04-01	ДА	3 БФ	570 кап
027	2018-04-01	ДА	3 БФ	16 гв.
027	2018-04-01	ДА	3 БФ	47 иптабр
027	2018-04-01	ДА	3 БФ	50 иптабр
027	2018-04-01	ДА	3 БФ	317 гв. мп
027	2018-04-01	ДА	3 БФ	231 гв.
027	2018-04-01	ДА	3 БФ	1278 зенап
027	2018-04-01	ДА	3 БФ	2011 зенап
027	2018-04-01	ДА	3 БФ	1281 зенап
027	2018-04-01	ДА	3 БФ	1480 зенап
027	2018-04-01	ДА	3 БФ	324 озадн
027	2018-04-01	ДА	3 БФ	500 озадн
027	2018-04-01	ДА	3 БФ	525 озадн
027	2018-04-01	ДА	3 БФ	17 озенбатр
027	2018-04-01	ДА	3 БФ	18 озенбатр
027	2018-04-01	ДА	3 БФ	31 озенбатр
027	2018-04-01	ДА	3 БФ	2 гв. тк 
027	2018-04-01	ДА	3 БФ	4 гв. тбр
027	2018-04-01	ДА	3 БФ	25 гв. тбр
027	2018-04-01	ДА	3 БФ	26 гв. тбр
027	2018-04-01	ДА	3 БФ	1311 лап
027	2018-04-01	ДА	3 БФ	1500 сап
027	2018-04-01	ДА	3 БФ	273 минп
027	2018-04-01	ДА	3 БФ	1695 зенап
027	2018-04-01	ДА	3 БФ	120 тбр
027	2018-04-01	ДА	3 БФ	213 тбр
027	2018-04-01	ДА	3 БФ	75 гв. ттп
027	2018-04-01	ДА	3 БФ	77 гв. ттп
027	2018-04-01	ДА	3 БФ	81 гв. ттп
027	2018-04-01	ДА	3 БФ	82 гв. ттп
027	2018-04-01	ДА	3 БФ	340 гв. тсап
027	2018-04-01	ДА	3 БФ	343 гв. тсап
027	2018-04-01	ДА	3 БФ	345 гв. тсап
027	2018-04-01	ДА	3 БФ	373 гв. тсап
027	2018-04-01	ДА	3 БФ	395 гв. тсап
027	2018-04-01	ДА	3 БФ	1294 сап
027	2018-04-01	ДА	3 БФ	12 одн брп
027	2018-04-01	ДА	3 БФ	22 одн брп
027	2018-04-01	ДА	3 БФ	32 одн брп
027	2018-04-01	ДА	3 БФ	48 одн брп
027	2018-04-01	ДА	3 БФ	50 одн брп
027	2018-04-01	ДА	3 БФ	13 мибр
027	2018-04-01	ДА	3 БФ	77 оибми
027	2018-04-01	ДА	3 БФ	15 ооб
028	2018-04-01	ДА	2 БФ
028	2018-04-01	ДА	2 БФ	2 ударная армия
028	2018-04-01	ДА	2 БФ	2 ударная армия	98 ск
028	2018-04-01	ДА	2 БФ	2 ударная армия	142 сд
028	2018-04-01	ДА	2 БФ	2 ударная армия	281 сд
028	2018-04-01	ДА	2 БФ	2 ударная армия	381 сд
028	2018-04-01	ДА	2 БФ	2 ударная армия	108 ск 
028	2018-04-01	ДА	2 БФ	2 ударная армия	46 сд
028	2018-04-01	ДА	2 БФ	2 ударная армия	90 сд
028	2018-04-01	ДА	2 БФ	2 ударная армия	372 сд
028	2018-04-01	ДА	2 БФ	2 ударная армия	116 ск 
028	2018-04-01	ДА	2 БФ	2 ударная армия	86 сд
028	2018-04-01	ДА	2 БФ	2 ударная армия	321 сд
028	2018-04-01	ДА	2 БФ	2 ударная армия	326 сд
028	2018-04-01	ДА	2 БФ	2 ударная армия	161 УР
028	2018-04-01	ДА	2 БФ	2 ударная армия	2 кабр
028	2018-04-01	ДА	2 БФ	2 ударная армия	81 гап
028	2018-04-01	ДА	2 БФ	2 ударная армия	138 кап
028	2018-04-01	ДА	2 БФ	2 ударная армия	517 кап
028	2018-04-01	ДА	2 БФ	2 ударная армия	1 иптабр
028	2018-04-01	ДА	2 БФ	2 ударная армия	4 иптабр
028	2018-04-01	ДА	2 БФ	2 ударная армия	230 гв. минп
028	2018-04-01	ДА	2 БФ	2 ударная армия	47 зенад 
028	2018-04-01	ДА	2 БФ	2 ударная армия	1585 зенап
028	2018-04-01	ДА	2 БФ	2 ударная армия	1586 зенап
028	2018-04-01	ДА	2 БФ	2 ударная армия	1591 зенап
028	2018-04-01	ДА	2 БФ	2 ударная армия	1592 зенап
028	2018-04-01	ДА	2 БФ	2 ударная армия	803 зенап
028	2018-04-01	ДА	2 БФ	2 ударная армия	8 гв. тк 
028	2018-04-01	ДА	2 БФ	2 ударная армия	58 гв. тбр
028	2018-04-01	ДА	2 БФ	2 ударная армия	59 гв. тбр
028	2018-04-01	ДА	2 БФ	2 ударная армия	60 гв. тбр
028	2018-04-01	ДА	2 БФ	2 ударная армия	62 гв. ттп
028	2018-04-01	ДА	2 БФ	2 ударная армия	301 гв.
028	2018-04-01	ДА	2 БФ	2 ударная армия	6 гв. мцб
028	2018-04-01	ДА	2 БФ	2 ударная армия	307 гв. мдн
028	2018-04-01	ДА	2 БФ	2 ударная армия	46 гв. тпп
028	2018-04-01	ДА	2 БФ	2 ударная армия	1197 сап
028	2018-04-01	ДА	2 БФ	2 ударная армия	1434 сап
028	2018-04-01	ДА	2 БФ	2 ударная армия	1476 сап
028	2018-04-01	ДА	2 БФ	2 ударная армия	1 гв. шисбр
028	2018-04-01	ДА	2 БФ	2 ударная армия	9 мпмб
028	2018-04-01	ДА	2 БФ	2 ударная армия	34 ооб
029	2018-04-01	ДА	2 БФ	19 армия
029	2018-04-01	ДА	2 БФ	19 армия	40 гв. ск
029	2018-04-01	ДА	2 БФ	19 армия	10 гв. сд
029	2018-04-01	ДА	2 БФ	19 армия	101 гв. сд
029	2018-04-01	ДА	2 БФ	19 армия	102 гв. сд
029	2018-04-01	ДА	2 БФ	19 армия	132 ск 
029	2018-04-01	ДА	2 БФ	19 армия	18 сд
029	2018-04-01	ДА	2 БФ	19 армия	27 сд
029	2018-04-01	ДА	2 БФ	19 армия	313 сд
029	2018-04-01	ДА	2 БФ	19 армия	134 ск 
029	2018-04-01	ДА	2 БФ	19 армия	205 сд
029	2018-04-01	ДА	2 БФ	19 армия	272 сд
029	2018-04-01	ДА	2 БФ	19 армия	310 сд
029	2018-04-01	ДА	2 БФ	19 армия	153 УР
029	2018-04-01	ДА	2 БФ	19 армия	3 акп
029	2018-04-01	ДА	2 БФ	19 армия	1 адп 
029	2018-04-01	ДА	2 БФ	19 армия	166 лабр
029	2018-04-01	ДА	2 БФ	19 армия	156 тгабр
029	2018-04-01	ДА	2 БФ	19 армия	41 минбр
029	2018-04-01	ДА	2 БФ	19 армия	13 гв. мбр
029	2018-04-01	ДА	2 БФ	19 армия	18 адп 
029	2018-04-01	ДА	2 БФ	19 армия	65 лабр
029	2018-04-01	ДА	2 БФ	19 армия	2 тгабр
029	2018-04-01	ДА	2 БФ	19 армия	80 тгабр
029	2018-04-01	ДА	2 БФ	19 армия	42 минбр
029	2018-04-01	ДА	2 БФ	19 армия	3 гв. орадн
029	2018-04-01	ДА	2 БФ	19 армия	27 иптабр
029	2018-04-01	ДА	2 БФ	19 армия	44 иптабр
029	2018-04-01	ДА	2 БФ	19 армия	268 минп
029	2018-04-01	ДА	2 БФ	19 армия	4 гв. мбр
029	2018-04-01	ДА	2 БФ	19 армия	7 гв. мбр
029	2018-04-01	ДА	2 БФ	19 армия	31 гв. мбр
029	2018-04-01	ДА	2 БФ	19 армия	18 гв. мп
029	2018-04-01	ДА	2 БФ	19 армия	43 гв. мп
029	2018-04-01	ДА	2 БФ	19 армия	313 гв. мп
029	2018-04-01	ДА	2 БФ	19 армия	1980 зенап
029	2018-04-01	ДА	2 БФ	19 армия	1984 зенап
029	2018-04-01	ДА	2 БФ	19 армия	1988 зенап
029	2018-04-01	ДА	2 БФ	19 армия	1992 зенап
029	2018-04-01	ДА	2 БФ	19 армия	7 гв. ттп
029	2018-04-01	ДА	2 БФ	19 армия	108 сап
029	2018-04-01	ДА	2 БФ	19 армия	1525 сап
029	2018-04-01	ДА	2 БФ	19 армия	1531 сап
029	2018-04-01	ДА	2 БФ	19 армия	12 исбр
030	2018-04-01	ДА	2 БФ	49 армия
030	2018-04-01	ДА	2 БФ	49 армия	70 ск
030	2018-04-01	ДА	2 БФ	49 армия	139 сд
030	2018-04-01	ДА	2 БФ	49 армия	238 сд
030	2018-04-01	ДА	2 БФ	49 армия	330 сд
030	2018-04-01	ДА	2 БФ	49 армия	121 ск 
030	2018-04-01	ДА	2 БФ	49 армия	199 сд
030	2018-04-01	ДА	2 БФ	49 армия	200 сд
030	2018-04-01	ДА	2 БФ	49 армия	380 сд
030	2018-04-01	ДА	2 БФ	49 армия	42 сд
030	2018-04-01	ДА	2 БФ	49 армия	191 сд
030	2018-04-01	ДА	2 БФ	49 армия	385 сд
030	2018-04-01	ДА	2 БФ	49 армия	2 адп 
030	2018-04-01	ДА	2 БФ	49 армия	20 лабр
030	2018-04-01	ДА	2 БФ	49 армия	10 гв. габр
030	2018-04-01	ДА	2 БФ	49 армия	121 габр БМ
030	2018-04-01	ДА	2 БФ	49 армия	143 пабр
030	2018-04-01	ДА	2 БФ	49 армия	540 минп
030	2018-04-01	ДА	2 БФ	49 армия	49 зенад 
030	2018-04-01	ДА	2 БФ	49 армия	1265 зенап
030	2018-04-01	ДА	2 БФ	49 армия	1271 зенап
030	2018-04-01	ДА	2 БФ	49 армия	1272 зенап
030	2018-04-01	ДА	2 БФ	49 армия	2012 зенап
030	2018-04-01	ДА	2 БФ	49 армия	1273 зенап
030	2018-04-01	ДА	2 БФ	49 армия	1819 сап
030	2018-04-01	ДА	2 БФ	49 армия	1826 сап
030	2018-04-01	ДА	2 БФ	49 армия	3 шисбр
030	2018-04-01	ДА	2 БФ	49 армия	4 мпмбр 
030	2018-04-01	ДА	2 БФ	49 армия	2 гв. мпмб
031	2018-04-01	ДА	2 БФ	65 армия
031	2018-04-01	ДА	2 БФ	65 армия	18 ск
031	2018-04-01	ДА	2 БФ	65 армия	37 гв.
031	2018-04-01	ДА	2 БФ	65 армия	69 сд
031	2018-04-01	ДА	2 БФ	65 армия	46 ск 
031	2018-04-01	ДА	2 БФ	65 армия	108 сд
031	2018-04-01	ДА	2 БФ	65 армия	186 сд
031	2018-04-01	ДА	2 БФ	65 армия	413 сд
031	2018-04-01	ДА	2 БФ	65 армия	105 ск 
031	2018-04-01	ДА	2 БФ	65 армия	44 гв.
031	2018-04-01	ДА	2 БФ	65 армия	354 сд
031	2018-04-01	ДА	2 БФ	65 армия	8 акп
031	2018-04-01	ДА	2 БФ	65 армия	23 адп 
031	2018-04-01	ДА	2 БФ	65 армия	79 лабр
031	2018-04-01	ДА	2 БФ	65 армия	3 тгабр
031	2018-04-01	ДА	2 БФ	65 армия	96 тгабр
031	2018-04-01	ДА	2 БФ	65 армия	28 минбр
031	2018-04-01	ДА	2 БФ	65 армия	625 орадн
031	2018-04-01	ДА	2 БФ	65 армия	85 гв.
031	2018-04-01	ДА	2 БФ	65 армия	557 кап
031	2018-04-01	ДА	2 БФ	65 армия	543 иптап
031	2018-04-01	ДА	2 БФ	65 армия	143 гв.
031	2018-04-01	ДА	2 БФ	65 армия	5 гв. мбр
031	2018-04-01	ДА	2 БФ	65 армия	12 зенад 
031	2018-04-01	ДА	2 БФ	65 армия	836 зенап
031	2018-04-01	ДА	2 БФ	65 армия	977 зенап
031	2018-04-01	ДА	2 БФ	65 армия	990 зенап
031	2018-04-01	ДА	2 БФ	65 армия	997 зенап
031	2018-04-01	ДА	2 БФ	65 армия	235 зенап
031	2018-04-01	ДА	2 БФ	65 армия	80 гв. ттп
031	2018-04-01	ДА	2 БФ	65 армия	1 шисбр 
031	2018-04-01	ДА	2 БФ	65 армия	40 инж. тп
031	2018-04-01	ДА	2 БФ	65 армия	925 сап
031	2018-04-01	ДА	2 БФ	65 армия	999 сап
031	2018-04-01	ДА	2 БФ	65 армия	1495 сап
031	2018-04-01	ДА	2 БФ	65 армия	1 шисбр
031	2018-04-01	ДА	2 БФ	65 армия	36 ооб
032	2018-04-01	ДА	2 БФ	70 армия
032	2018-04-01	ДА	2 БФ	70 армия	47 ск
032	2018-04-01	ДА	2 БФ	70 армия	71 сд
032	2018-04-01	ДА	2 БФ	70 армия	136 сд
032	2018-04-01	ДА	2 БФ	70 армия	162 сд
032	2018-04-01	ДА	2 БФ	70 армия	96 ск 
032	2018-04-01	ДА	2 БФ	70 армия	38 гв.
032	2018-04-01	ДА	2 БФ	70 армия	369 сд
032	2018-04-01	ДА	2 БФ	70 армия	114 ск 
032	2018-04-01	ДА	2 БФ	70 армия	76 гв.
032	2018-04-01	ДА	2 БФ	70 армия	160 сд
032	2018-04-01	ДА	2 БФ	70 армия	3 отд. снайп. б
032	2018-04-01	ДА	2 БФ	70 армия	148 пабр
032	2018-04-01	ДА	2 БФ	70 армия	378 иптап
032	2018-04-01	ДА	2 БФ	70 армия	544 минп
032	2018-04-01	ДА	2 БФ	70 армия	28 зенад 
032	2018-04-01	ДА	2 БФ	70 армия	1355 зенап
032	2018-04-01	ДА	2 БФ	70 армия	1359 зенап
032	2018-04-01	ДА	2 БФ	70 армия	1365 зенап
032	2018-04-01	ДА	2 БФ	70 армия	1371 зенап
032	2018-04-01	ДА	2 БФ	70 армия	1890 сап
032	2018-04-01	ДА	2 БФ	70 армия	1898 сап
032	2018-04-01	ДА	2 БФ	70 армия	48 исбр
032	2018-04-01	ДА	2 БФ	70 армия	36 мпмб
032	2018-04-01	ДА	2 БФ	70 армия	104 мпмб
032	2018-04-01	ДА	2 БФ	70 армия	17 ооб
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	6 зенад
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	146 зенап
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	366 зенап
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	516 зенап
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	1062 зенап
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	29 тк 
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	25 тбр
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	31 тбр
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	32 тбр
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	165 лап
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	365 гв. тсап
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	1446 сап
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	271 минп
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	14 гв. ттп
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	376 гв. тсап
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	994 апс
033	2018-04-01	ДА	2 БФ	5 гвардейская танковая армия	21 мибр
034	2018-04-01	ДА	2 БФ	4 воздушная армия
034	2018-04-01	ДА	2 БФ	4 воздушная армия	5 бак
034	2018-04-01	ДА	2 БФ	4 воздушная армия	132 бад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	327 бад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	4 шак 
034	2018-04-01	ДА	2 БФ	4 воздушная армия	196 шад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	199 шад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	8 иак 
034	2018-04-01	ДА	2 БФ	4 воздушная армия	215 иад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	323 иад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	233 шад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	260 шад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	332 шад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	269 иад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	309 иад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	329 иад
034	2018-04-01	ДА	2 БФ	4 воздушная армия	47 гв. рап
034	2018-04-01	ДА	2 БФ	4 воздушная армия	164 гв. рап
034	2018-04-01	ДА	2 БФ	4 воздушная армия	209 крап
034	2018-04-01	ДА	2 БФ	4 воздушная армия	184 апс
034	2018-04-01	ДА	2 БФ	4 воздушная армия	69 ап ГВФ
035	2018-04-01	ДА	2 БФ	3 гв. кк
035	2018-04-01	ДА	2 БФ	5 гв.
035	2018-04-01	ДА	2 БФ	6 гв.
035	2018-04-01	ДА	2 БФ	1814 сап
035	2018-04-01	ДА	2 БФ	3 гв. оиптдн
035	2018-04-01	ДА	2 БФ	3 гв. мп
035	2018-04-01	ДА	2 БФ	91 УР
035	2018-04-01	ДА	2 БФ	26 ад 
035	2018-04-01	ДА	2 БФ	75 лабр
035	2018-04-01	ДА	2 БФ	77 габр
035	2018-04-01	ДА	2 БФ	1099 кап
035	2018-04-01	ДА	2 БФ	225 зенап
035	2018-04-01	ДА	2 БФ	341 зенап
035	2018-04-01	ДА	2 БФ	739 зенап
035	2018-04-01	ДА	2 БФ	1268 зенап
035	2018-04-01	ДА	2 БФ	1270 зенап
035	2018-04-01	ДА	2 БФ	1479 зенап
035	2018-04-01	ДА	2 БФ	1482 зенап
035	2018-04-01	ДА	2 БФ	1709 зенап
035	2018-04-01	ДА	2 БФ	21 озадн
035	2018-04-01	ДА	2 БФ	451 озадн
035	2018-04-01	ДА	2 БФ	490 озадн
035	2018-04-01	ДА	2 БФ	508 озадн
035	2018-04-01	ДА	2 БФ	614 озадн
035	2018-04-01	ДА	2 БФ	32 озенбатр
035	2018-04-01	ДА	2 БФ	33 озенбатр
035	2018-04-01	ДА	2 БФ	1 гв. тк 
035	2018-04-01	ДА	2 БФ	15 гв. тбр
035	2018-04-01	ДА	2 БФ	16 гв. тбр
035	2018-04-01	ДА	2 БФ	17 гв. тбр
035	2018-04-01	ДА	2 БФ	166 лап
035	2018-04-01	ДА	2 БФ	1001 сап
035	2018-04-01	ДА	2 БФ	1296 сап
035	2018-04-01	ДА	2 БФ	455 минп
035	2018-04-01	ДА	2 БФ	80 гв. зенап
035	2018-04-01	ДА	2 БФ	3 гв. тк 
035	2018-04-01	ДА	2 БФ	3 гв. тбр
035	2018-04-01	ДА	2 БФ	18 гв. тбр
035	2018-04-01	ДА	2 БФ	19 гв. тбр
035	2018-04-01	ДА	2 БФ	1072 лап
035	2018-04-01	ДА	2 БФ	1436 сап
035	2018-04-01	ДА	2 БФ	1496 сап
035	2018-04-01	ДА	2 БФ	266 минп
035	2018-04-01	ДА	2 БФ	1701 зенап
035	2018-04-01	ДА	2 БФ	8 мк 
035	2018-04-01	ДА	2 БФ	66 мехбр
035	2018-04-01	ДА	2 БФ	67 мехбр
035	2018-04-01	ДА	2 БФ	68 мехбр
