001	1941-09-01	ДА
001	1941-09-01	ДА	СФ
001	1941-09-01	ДА	СФ	7 армия
034	1941-09-01	ДА	ЮЗФ	10 тд
034	1941-09-01	ДА	ЮЗФ	37 тд
034	1941-09-01	ДА	ЮЗФ	132 отп
034	1941-09-01	ДА	ЮЗФ	36 иад ПВО
034	1941-09-01	ДА	ЮЗФ	18 бад
034	1941-09-01	ДА	ЮЗФ	19 бад
034	1941-09-01	ДА	ЮЗФ	16 сад
034	1941-09-01	ДА	ЮЗФ	17 сад
034	1941-09-01	ДА	ЮЗФ	44 сад
034	1941-09-01	ДА	ЮЗФ	62 сад
035	1941-09-01	ДА	ЮФ
035	1941-09-01	ДА	ЮФ	6 армия
035	1941-09-01	ДА	ЮФ	6 армия	37 ск
035	1941-09-01	ДА	ЮФ	6 армия	80 сд
035	1941-09-01	ДА	ЮФ	6 армия	139 сд
035	1941-09-01	ДА	ЮФ	6 армия	141 сд
035	1941-09-01	ДА	ЮФ	6 армия	49 ск 
035	1941-09-01	ДА	ЮФ	6 армия	140 сд
035	1941-09-01	ДА	ЮФ	6 армия	190 сд
035	1941-09-01	ДА	ЮФ	6 армия	197 сд
035	1941-09-01	ДА	ЮФ	6 армия	173 сд
035	1941-09-01	ДА	ЮФ	6 армия	189 сд
035	1941-09-01	ДА	ЮФ	6 армия	3 арт. бригада ПТО
035	1941-09-01	ДА	ЮФ	6 армия	445 кап
035	1941-09-01	ДА	ЮФ	6 армия	507 кап
035	1941-09-01	ДА	ЮФ	6 армия	307 озад
035	1941-09-01	ДА	ЮФ	6 армия	16 мк 
035	1941-09-01	ДА	ЮФ	6 армия	15 тд
035	1941-09-01	ДА	ЮФ	6 армия	44 тд
035	1941-09-01	ДА	ЮФ	6 армия	213 мд 
035	1941-09-01	ДА	ЮФ	6 армия	19 мк
036	1941-09-01	ДА	ЮФ	9 армия
036	1941-09-01	ДА	ЮФ	9 армия	48 ск
036	1941-09-01	ДА	ЮФ	9 армия	74 сд
036	1941-09-01	ДА	ЮФ	9 армия	176 сд
036	1941-09-01	ДА	ЮФ	9 армия	2 кк 
036	1941-09-01	ДА	ЮФ	9 армия	5 кд
036	1941-09-01	ДА	ЮФ	9 армия	9 кд
036	1941-09-01	ДА	ЮФ	9 армия	51 сд
036	1941-09-01	ДА	ЮФ	9 армия	150 сд
036	1941-09-01	ДА	ЮФ	9 армия	266 кап
036	1941-09-01	ДА	ЮФ	9 армия	268 кап
036	1941-09-01	ДА	ЮФ	9 армия	374 кап
036	1941-09-01	ДА	ЮФ	9 армия	648 кап
036	1941-09-01	ДА	ЮФ	9 армия	527 гап б/м РГК
036	1941-09-01	ДА	ЮФ	9 армия	268 озад
036	1941-09-01	ДА	ЮФ	9 армия	20 сад
036	1941-09-01	ДА	ЮФ	9 армия	21 сад
037	1941-09-01	ДА	ЮФ	12 армия
037	1941-09-01	ДА	ЮФ	12 армия	8 ск
037	1941-09-01	ДА	ЮФ	12 армия	44 гсд
037	1941-09-01	ДА	ЮФ	12 армия	72 гсд
037	1941-09-01	ДА	ЮФ	12 армия	192 гсд
037	1941-09-01	ДА	ЮФ	12 армия	13 ск 
037	1941-09-01	ДА	ЮФ	12 армия	60 гсд
037	1941-09-01	ДА	ЮФ	12 армия	58 сд
037	1941-09-01	ДА	ЮФ	12 армия	11 УР
037	1941-09-01	ДА	ЮФ	12 армия	2 арт. бригада ПТО
037	1941-09-01	ДА	ЮФ	12 армия	468 кап
037	1941-09-01	ДА	ЮФ	12 армия	20 озад
037	1941-09-01	ДА	ЮФ	12 армия	24 мк 
037	1941-09-01	ДА	ЮФ	12 армия	45 тд
037	1941-09-01	ДА	ЮФ	12 армия	49 тд
038	1941-09-01	ДА	ЮФ	18 армия
038	1941-09-01	ДА	ЮФ	18 армия	17 ск
038	1941-09-01	ДА	ЮФ	18 армия	96 гсд
038	1941-09-01	ДА	ЮФ	18 армия	55 ск 
038	1941-09-01	ДА	ЮФ	18 армия	130 сд
038	1941-09-01	ДА	ЮФ	18 армия	169 сд
038	1941-09-01	ДА	ЮФ	18 армия	12 УР
038	1941-09-01	ДА	ЮФ	18 армия	4 арт. бригада ПТО
038	1941-09-01	ДА	ЮФ	18 армия	274 кап
038	1941-09-01	ДА	ЮФ	18 армия	437 кап
038	1941-09-01	ДА	ЮФ	18 армия	30 озад
038	1941-09-01	ДА	ЮФ	18 армия	47 тд
038	1941-09-01	ДА	ЮФ	18 армия	45 сад
039	1941-09-01	ДА	ЮФ	Приморская армия
039	1941-09-01	ДА	ЮФ	Приморская армия	14 ск
039	1941-09-01	ДА	ЮФ	Приморская армия	25 сд
039	1941-09-01	ДА	ЮФ	Приморская армия	95 сд
039	1941-09-01	ДА	ЮФ	Приморская армия	1  
039	1941-09-01	ДА	ЮФ	Приморская армия	82 УР
039	1941-09-01	ДА	ЮФ	Приморская армия	265 кап
039	1941-09-01	ДА	ЮФ	Приморская армия	175 озад
039	1941-09-01	ДА	ЮФ	Приморская армия	504 озад
039	1941-09-01	ДА	ЮФ	Приморская армия	69 иап
040	1941-09-01	ДА	ЮФ	Одесский военный округ
040	1941-09-01	ДА	ЮФ	Одесский военный округ	226 сд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	230 сд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	253 сд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	255 сд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	261 сд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	270 сд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	273 сд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	274 сд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	275 сд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	296 сд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	28 кд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	30 кд
040	1941-09-01	ДА	ЮФ	Одесский военный округ	272 кап
041	1941-09-01	ДА	ЮФ	9 ск
041	1941-09-01	ДА	ЮФ	106 сд
041	1941-09-01	ДА	ЮФ	156 сд
041	1941-09-01	ДА	ЮФ	223 сд
041	1941-09-01	ДА	ЮФ	83 УР
041	1941-09-01	ДА	ЮФ	515 гап б/м РГК
041	1941-09-01	ДА	ЮФ	522 гап б/м РГК
041	1941-09-01	ДА	ЮФ	15 бригада ПВО
041	1941-09-01	ДА	ЮФ	505 озад
041	1941-09-01	ДА	ЮФ	508 озад
041	1941-09-01	ДА	ЮФ	2 мк 
041	1941-09-01	ДА	ЮФ	11 тд
041	1941-09-01	ДА	ЮФ	16 тд
041	1941-09-01	ДА	ЮФ	18 мк 
041	1941-09-01	ДА	ЮФ	39 тд
041	1941-09-01	ДА	ЮФ	67 иап
041	1941-09-01	ДА	ЮФ	131 иап
041	1941-09-01	ДА	ЮФ	298 иап
041	1941-09-01	ДА	ЮФ	317 рап
042	1941-09-01	ДА	ДБА
042	1941-09-01	ДА	ДБА	1 бак
042	1941-09-01	ДА	ДБА	40 бад
042	1941-09-01	ДА	ДБА	51 бад
043	1941-09-01	ДА	ДБА	2 бак
043	1941-09-01	ДА	ДБА	35 бад
043	1941-09-01	ДА	ДБА	48 бад
044	1941-09-01	ДА	ДБА	3 бак
044	1941-09-01	ДА	ДБА	42 бад
044	1941-09-01	ДА	ДБА	52 бад
045	1941-09-01	ДА	ДБА	4 бак
045	1941-09-01	ДА	ДБА	22 бад
045	1941-09-01	ДА	ДБА	50 бад
046	1941-09-01	РС ГК
046	1941-09-01	РС ГК	5 гап б/м РГК
046	1941-09-01	РС ГК	191 гап б/м РГК
046	1941-09-01	РС ГК	318 гап б/м РГК
046	1941-09-01	РС ГК	403 гап б/м РГК
046	1941-09-01	РС ГК	32 оад о/м РГК
047	1941-09-01	ВО
047	1941-09-01	ВО	Московский ВО
047	1941-09-01	ВО	Московский ВО	211 сд
047	1941-09-01	ВО	Московский ВО	260 сд
047	1941-09-01	ВО	Московский ВО	266 сд
047	1941-09-01	ВО	Московский ВО	269 сд
047	1941-09-01	ВО	Московский ВО	279 сд
047	1941-09-01	ВО	Московский ВО	280 сд
047	1941-09-01	ВО	Московский ВО	282 сд
047	1941-09-01	ВО	Московский ВО	285 сд
047	1941-09-01	ВО	Московский ВО	288 сд
047	1941-09-01	ВО	Московский ВО	290 сд
047	1941-09-01	ВО	Московский ВО	291 сд
047	1941-09-01	ВО	Московский ВО	292 сд
047	1941-09-01	ВО	Московский ВО	298 сд
047	1941-09-01	ВО	Московский ВО	305 сд
047	1941-09-01	ВО	Московский ВО	307 сд
047	1941-09-01	ВО	Московский ВО	45 кд
047	1941-09-01	ВО	Московский ВО	55 кд
047	1941-09-01	ВО	Московский ВО	50 огнеметные роты
047	1941-09-01	ВО	Московский ВО	594 пап
047	1941-09-01	ВО	Московский ВО	590 гап б/м РГК
047	1941-09-01	ВО	Московский ВО	872 ап ПТО
047	1941-09-01	ВО	Московский ВО	874 ап ПТО
047	1941-09-01	ВО	Московский ВО	877 ап ПТО
047	1941-09-01	ВО	Московский ВО	881 ап ПТО
047	1941-09-01	ВО	Московский ВО	882 ап ПТО
047	1941-09-01	ВО	Московский ВО	883 ап ПТО
047	1941-09-01	ВО	Московский ВО	884 ап ПТО
047	1941-09-01	ВО	Московский ВО	226 оад о/м РГК
047	1941-09-01	ВО	Московский ВО	228 оад о/м РГК
047	1941-09-01	ВО	Московский ВО	233 оад о/м РГК
047	1941-09-01	ВО	Московский ВО	1 корпус ПВО
047	1941-09-01	ВО	Московский ВО	14 мцп
047	1941-09-01	ВО	Московский ВО	6 иак ПВО
048	1941-09-01	ВО	Приволжский ВО
048	1941-09-01	ВО	Приволжский ВО	46 кд 
048	1941-09-01	ВО	Приволжский ВО	332 оад о/м РГК
048	1941-09-01	ВО	Приволжский ВО	90 озад
048	1941-09-01	ВО	Приволжский ВО	91 озад
049	1941-09-01	ВО	Орловский ВО
049	1941-09-01	ВО	Орловский ВО	258 сд
049	1941-09-01	ВО	Орловский ВО	267 сд
049	1941-09-01	ВО	Орловский ВО	271 сд
049	1941-09-01	ВО	Орловский ВО	276 сд
049	1941-09-01	ВО	Орловский ВО	277 сд
049	1941-09-01	ВО	Орловский ВО	278 сд
049	1941-09-01	ВО	Орловский ВО	283 сд
049	1941-09-01	ВО	Орловский ВО	287 сд
049	1941-09-01	ВО	Орловский ВО	294 сд
049	1941-09-01	ВО	Орловский ВО	299 сд
049	1941-09-01	ВО	Орловский ВО	303 сд
049	1941-09-01	ВО	Орловский ВО	309 сд
049	1941-09-01	ВО	Орловский ВО	29 кд
049	1941-09-01	ВО	Орловский ВО	31 кд
049	1941-09-01	ВО	Орловский ВО	765 ап ПТО
049	1941-09-01	ВО	Орловский ВО	885 ап ПТО
049	1941-09-01	ВО	Орловский ВО	329 оад о/м РГК
049	1941-09-01	ВО	Орловский ВО	330 оад о/м РГК
049	1941-09-01	ВО	Орловский ВО	331 оад о/м РГК
049	1941-09-01	ВО	Орловский ВО	46 озад
049	1941-09-01	ВО	Орловский ВО	1 рез. сабр
050	1941-09-01	ВО	Уральский ВО
050	1941-09-01	ВО	Уральский ВО	311 сд
050	1941-09-01	ВО	Уральский ВО	313 сд
051	1941-09-01	ВО	Сибирский ВО
051	1941-09-01	ВО	Сибирский ВО	49 кд
052	1941-09-01	ВО	Харьковский ВО
052	1941-09-01	ВО	Харьковский ВО	34 кд
052	1941-09-01	ВО	Харьковский ВО	394 кап
052	1941-09-01	ВО	Харьковский ВО	49 сад
052	1941-09-01	ВО	Харьковский ВО	75 сад
052	1941-09-01	ВО	Харьковский ВО	76 сад
053	1941-09-01	ВО	Северо-кавказский ВО
053	1941-09-01	ВО	Северо-кавказский ВО	157 сд.
053	1941-09-01	ВО	Северо-кавказский ВО	35 кд
053	1941-09-01	ВО	Северо-кавказский ВО	38 кд
053	1941-09-01	ВО	Северо-кавказский ВО	40 кд
053	1941-09-01	ВО	Северо-кавказский ВО	42 кд
053	1941-09-01	ВО	Северо-кавказский ВО	56 кд
053	1941-09-01	ВО	Северо-кавказский ВО	8 отд. д
053	1941-09-01	ВО	Северо-кавказский ВО	73 иад
054	1941-09-01	ВО	Закавказский ВО
054	1941-09-01	ВО	Закавказский ВО	44 армия
054	1941-09-01	ВО	Закавказский ВО	44 армия	20 гсд
054	1941-09-01	ВО	Закавказский ВО	44 армия	77 гсд
055	1941-09-01	ВО	Закавказский ВО	45 армия
055	1941-09-01	ВО	Закавказский ВО	45 армия	31 сд
055	1941-09-01	ВО	Закавказский ВО	45 армия	136 сд
055	1941-09-01	ВО	Закавказский ВО	45 армия	1 гкд
055	1941-09-01	ВО	Закавказский ВО	45 армия	25 кап
055	1941-09-01	ВО	Закавказский ВО	45 армия	31 озад
056	1941-09-01	ВО	Закавказский ВО	46 армия
056	1941-09-01	ВО	Закавказский ВО	46 армия	4 сд
056	1941-09-01	ВО	Закавказский ВО	46 армия	47 гсд
056	1941-09-01	ВО	Закавказский ВО	46 армия	457 кап
056	1941-09-01	ВО	Закавказский ВО	46 армия	647 кап
056	1941-09-01	ВО	Закавказский ВО	46 армия	151 озад
056	1941-09-01	ВО	Закавказский ВО	46 армия	7 отд. д
057	1941-09-01	ВО	Закавказский ВО	47 армия
057	1941-09-01	ВО	Закавказский ВО	47 армия	236 сд
057	1941-09-01	ВО	Закавказский ВО	47 армия	76 гсд
057	1941-09-01	ВО	Закавказский ВО	47 армия	116 гап РГК
057	1941-09-01	ВО	Закавказский ВО	47 армия	6 тд
057	1941-09-01	ВО	Закавказский ВО	47 армия	54 тд
058	1941-09-01	ВО	Закавказский ВО	317 кд
058	1941-09-01	ВО	Закавказский ВО	24 кд
058	1941-09-01	ВО	Закавказский ВО	136 гап б/м РГК
058	1941-09-01	ВО	Закавказский ВО	350 гап б/м РГК
058	1941-09-01	ВО	Закавказский ВО	3 корпус ПВО
058	1941-09-01	ВО	Закавказский ВО	443 зенап
058	1941-09-01	ВО	Закавказский ВО	365 озад
058	1941-09-01	ВО	Закавказский ВО	380 озад
058	1941-09-01	ВО	Закавказский ВО	381 озад
058	1941-09-01	ВО	Закавказский ВО	511 озад
058	1941-09-01	ВО	Закавказский ВО	8 иак ПВО
058	1941-09-01	ВО	Закавказский ВО	26 бад ДД
058	1941-09-01	ВО	Закавказский ВО	71 сад
058	1941-09-01	ВО	Закавказский ВО	72 сад
058	1941-09-01	ВО	Закавказский ВО	68 иап
059	1941-09-01	ВО	Среднеазиатский ВО
059	1941-09-01	ВО	Среднеазиатский ВО	58 ск
059	1941-09-01	ВО	Среднеазиатский ВО	68 гсд
059	1941-09-01	ВО	Среднеазиатский ВО	83 гсд
059	1941-09-01	ВО	Среднеазиатский ВО	4 кк 
059	1941-09-01	ВО	Среднеазиатский ВО	18 гкд
059	1941-09-01	ВО	Среднеазиатский ВО	20 гкд
059	1941-09-01	ВО	Среднеазиатский ВО	44 гкд
059	1941-09-01	ВО	Среднеазиатский ВО	312 сд
059	1941-09-01	ВО	Среднеазиатский ВО	314 сд
059	1941-09-01	ВО	Среднеазиатский ВО	316 сд
059	1941-09-01	ВО	Среднеазиатский ВО	123 кап
059	1941-09-01	ВО	Среднеазиатский ВО	450 кап
059	1941-09-01	ВО	Среднеазиатский ВО	143 озад ПВО
059	1941-09-01	ВО	Среднеазиатский ВО	187 озад ПВО
059	1941-09-01	ВО	Среднеазиатский ВО	189 озад ПВО
059	1941-09-01	ВО	Среднеазиатский ВО	211 озад ПВО
059	1941-09-01	ВО	Среднеазиатский ВО	4 сабр
060	1941-09-01	ВО	Архангельский ВО
060	1941-09-01	ВО	Архангельский ВО	88 сд
060	1941-09-01	ВО	Архангельский ВО	263 сд
060	1941-09-01	ВО	Архангельский ВО	286 сд
060	1941-09-01	ВО	Архангельский ВО	310 пап РГК
060	1941-09-01	ВО	Архангельский ВО	Архангельский бригадный район ПВО
061	1941-09-01	ВО	Забайкальский ВО
061	1941-09-01	ВО	Забайкальский ВО	17 армия
061	1941-09-01	ВО	Забайкальский ВО	17 армия	36 мсд
061	1941-09-01	ВО	Забайкальский ВО	17 армия	57 мсд
061	1941-09-01	ВО	Забайкальский ВО	17 армия	3 осб
061	1941-09-01	ВО	Забайкальский ВО	17 армия	185 пап РГК
061	1941-09-01	ВО	Забайкальский ВО	17 армия	2 бригадный район ПВО
061	1941-09-01	ВО	Забайкальский ВО	17 армия	61 тд
061	1941-09-01	ВО	Забайкальский ВО	17 армия	9 мотобронебригада
062	1941-09-01	ВО	Забайкальский ВО	36 армия
062	1941-09-01	ВО	Забайкальский ВО	36 армия	65 сд
062	1941-09-01	ВО	Забайкальский ВО	36 армия	93 сд
062	1941-09-01	ВО	Забайкальский ВО	36 армия	94 сд
062	1941-09-01	ВО	Забайкальский ВО	36 армия	114 сд
062	1941-09-01	ВО	Забайкальский ВО	36 армия	32 УР
062	1941-09-01	ВО	Забайкальский ВО	36 армия	267 кап
062	1941-09-01	ВО	Забайкальский ВО	36 армия	390 кап
062	1941-09-01	ВО	Забайкальский ВО	36 армия	1 бригадный район ПВО
063	1941-09-01	ВО	Забайкальский ВО	51 кд 
063	1941-09-01	ВО	Забайкальский ВО	106 гап РГК
063	1941-09-01	ВО	Забайкальский ВО	216 гап РГК
063	1941-09-01	ВО	Забайкальский ВО	413 гап РГК
063	1941-09-01	ВО	Забайкальский ВО	14 оминб
063	1941-09-01	ВО	Забайкальский ВО	3 бригадный район ПВО
063	1941-09-01	ВО	Забайкальский ВО	37 сад
063	1941-09-01	ВО	Забайкальский ВО	318 рап
064	1941-09-01	НДФ
064	1941-09-01	НДФ	ДВФ
064	1941-09-01	НДФ	ДВФ	1 армия
064	1941-09-01	НДФ	ДВФ	1 армия	26 ск
064	1941-09-01	НДФ	ДВФ	1 армия	21 сд
064	1941-09-01	НДФ	ДВФ	1 армия	22 сд
064	1941-09-01	НДФ	ДВФ	1 армия	26 сд
064	1941-09-01	НДФ	ДВФ	1 армия	59 ск 
064	1941-09-01	НДФ	ДВФ	1 армия	39 сд
064	1941-09-01	НДФ	ДВФ	1 армия	59 сд
064	1941-09-01	НДФ	ДВФ	1 армия	105 УР
064	1941-09-01	НДФ	ДВФ	1 армия	50 кап
064	1941-09-01	НДФ	ДВФ	1 армия	273 кап
064	1941-09-01	НДФ	ДВФ	1 армия	199 гап РГК
064	1941-09-01	НДФ	ДВФ	1 армия	549 гап РГК
064	1941-09-01	НДФ	ДВФ	1 армия	129 озад
064	1941-09-01	НДФ	ДВФ	1 армия	4 бригадный район ПВО
064	1941-09-01	НДФ	ДВФ	1 армия	58 тд
064	1941-09-01	НДФ	ДВФ	1 армия	3 отд. д
064	1941-09-01	НДФ	ДВФ	1 армия	79 иад
064	1941-09-01	НДФ	ДВФ	1 армия	34 сад
064	1941-09-01	НДФ	ДВФ	1 армия	83 сад
064	1941-09-01	НДФ	ДВФ	1 армия	59 каэ
065	1941-09-01	НДФ	ДВФ	2 армия
065	1941-09-01	НДФ	ДВФ	2 армия	3 сд
065	1941-09-01	НДФ	ДВФ	2 армия	12 сд
065	1941-09-01	НДФ	ДВФ	2 армия	101 УР
065	1941-09-01	НДФ	ДВФ	2 армия	42 кап
065	1941-09-01	НДФ	ДВФ	2 армия	411 гап РГК
065	1941-09-01	НДФ	ДВФ	2 армия	550 гап РГК
065	1941-09-01	НДФ	ДВФ	2 армия	1 бригадный район ПВО
065	1941-09-01	НДФ	ДВФ	2 армия	301 отб
065	1941-09-01	НДФ	ДВФ	2 армия	356 отб
065	1941-09-01	НДФ	ДВФ	2 армия	362 отб
065	1941-09-01	НДФ	ДВФ	2 армия	5 отд. д
065	1941-09-01	НДФ	ДВФ	2 армия	3 иап
065	1941-09-01	НДФ	ДВФ	2 армия	14 иап
065	1941-09-01	НДФ	ДВФ	2 армия	306 иап
066	1941-09-01	НДФ	ДВФ	15 армия
066	1941-09-01	НДФ	ДВФ	15 армия	34 сд
066	1941-09-01	НДФ	ДВФ	15 армия	102 УР
066	1941-09-01	НДФ	ДВФ	15 армия	52 кап
066	1941-09-01	НДФ	ДВФ	15 армия	2 бригадный район ПВО
066	1941-09-01	НДФ	ДВФ	15 армия	60 тд
066	1941-09-01	НДФ	ДВФ	15 армия	69 сад
067	1941-09-01	НДФ	ДВФ	25 армия
067	1941-09-01	НДФ	ДВФ	25 армия	39 ск
067	1941-09-01	НДФ	ДВФ	25 армия	32 сд
067	1941-09-01	НДФ	ДВФ	25 армия	40 сд
067	1941-09-01	НДФ	ДВФ	25 армия	92 сд
067	1941-09-01	НДФ	ДВФ	25 армия	106 УР
067	1941-09-01	НДФ	ДВФ	25 армия	107 УР
067	1941-09-01	НДФ	ДВФ	25 армия	108 УР
067	1941-09-01	НДФ	ДВФ	25 армия	110 УР
067	1941-09-01	НДФ	ДВФ	25 армия	111 УР
067	1941-09-01	НДФ	ДВФ	25 армия	282 кап
067	1941-09-01	НДФ	ДВФ	25 армия	548 кап
067	1941-09-01	НДФ	ДВФ	25 армия	386 гап РГК
067	1941-09-01	НДФ	ДВФ	25 армия	59 озад
067	1941-09-01	НДФ	ДВФ	25 армия	5 бригадный район ПВО
067	1941-09-01	НДФ	ДВФ	25 армия	9 отд. д
067	1941-09-01	НДФ	ДВФ	25 армия	70 сад
067	1941-09-01	НДФ	ДВФ	25 армия	43 каэ
068	1941-09-01	НДФ	ДВФ	35 армия
068	1941-09-01	НДФ	ДВФ	35 армия	35 сд
068	1941-09-01	НДФ	ДВФ	35 армия	66 сд
068	1941-09-01	НДФ	ДВФ	35 армия	78 сд
068	1941-09-01	НДФ	ДВФ	35 армия	76 кап
068	1941-09-01	НДФ	ДВФ	35 армия	187 кап
068	1941-09-01	НДФ	ДВФ	35 армия	3 бригадный район ПВО
068	1941-09-01	НДФ	ДВФ	35 армия	29 мцп
068	1941-09-01	НДФ	ДВФ	35 армия	48 иап
068	1941-09-01	НДФ	ДВФ	35 армия	308 иап
069	1941-09-01	НДФ	ДВФ	5 бак
069	1941-09-01	НДФ	ДВФ	33 бад
069	1941-09-01	НДФ	ДВФ	53 бад
069	1941-09-01	НДФ	ДВФ	5 сабр
069	1941-09-01	НДФ	ДВФ	71 сап
