001	1941-06-22	Да
001	1941-06-22	Да	СФ
001	1941-06-22	Да	СФ	7 армия
029	1941-06-22	РС ГК	24 армия
029	1941-06-22	РС ГК	24 армия	52 ск
029	1941-06-22	РС ГК	24 армия	91 сд
029	1941-06-22	РС ГК	24 армия	119 сд
029	1941-06-22	РС ГК	24 армия	166 сд
029	1941-06-22	РС ГК	24 армия	53 ск 
029	1941-06-22	РС ГК	24 армия	107 сд
029	1941-06-22	РС ГК	24 армия	133 сд
029	1941-06-22	РС ГК	24 армия	178 сд
029	1941-06-22	РС ГК	24 армия	524 тпап РГК
029	1941-06-22	РС ГК	24 армия	542 кап
029	1941-06-22	РС ГК	24 армия	685 кап
030	1941-06-22	РС ГК	20 ск
030	1941-06-22	РС ГК	137 сд
030	1941-06-22	РС ГК	160 сд
030	1941-06-22	РС ГК	45 ск 
030	1941-06-22	РС ГК	187 сд
030	1941-06-22	РС ГК	227 сд
030	1941-06-22	РС ГК	232 сд
030	1941-06-22	РС ГК	67 ск 
030	1941-06-22	РС ГК	102 сд
030	1941-06-22	РС ГК	132 сд
030	1941-06-22	РС ГК	151 сд
030	1941-06-22	РС ГК	267 кап 
030	1941-06-22	РС ГК	390 кап 
030	1941-06-22	РС ГК	21 мк 
030	1941-06-22	РС ГК	42 тд
030	1941-06-22	РС ГК	46 тд
030	1941-06-22	РС ГК	11 мцп
031	1941-06-22	ВО
031	1941-06-22	ВО	Московский  ВО
031	1941-06-22	ВО	Московский  ВО	41 ск
031	1941-06-22	ВО	Московский  ВО	118 сд
031	1941-06-22	ВО	Московский  ВО	235 сд
031	1941-06-22	ВО	Московский  ВО	275 кап
031	1941-06-22	ВО	Московский  ВО	396 кап
031	1941-06-22	ВО	Московский  ВО	649 кап
031	1941-06-22	ВО	Московский  ВО	590 гап б/м
031	1941-06-22	ВО	Московский  ВО	40 оад о/м РГК
031	1941-06-22	ВО	Московский  ВО	226 оад о/м РГК
031	1941-06-22	ВО	Московский  ВО	228 оад о/м РГК
031	1941-06-22	ВО	Московский  ВО	233 оад о/м РГК
031	1941-06-22	ВО	Московский  ВО	176 зенап
031	1941-06-22	ВО	Московский  ВО	193 зенап
031	1941-06-22	ВО	Московский  ВО	250 зенап
031	1941-06-22	ВО	Московский  ВО	251 зенап
031	1941-06-22	ВО	Московский  ВО	329 зенап
031	1941-06-22	ВО	Московский  ВО	745 зенап
031	1941-06-22	ВО	Московский  ВО	51 отб
031	1941-06-22	ВО	Московский  ВО	24 иад
031	1941-06-22	ВО	Московский  ВО	46 сад
031	1941-06-22	ВО	Московский  ВО	78 иад
031	1941-06-22	ВО	Московский  ВО	28 ип
032	1941-06-22	ВО	Приволжский ВО
032	1941-06-22	ВО	Приволжский ВО	637 кап
032	1941-06-22	ВО	Приволжский ВО	58 бад
033	1941-06-22	ВО	Орловский ВО
033	1941-06-22	ВО	Орловский ВО	30 ск
033	1941-06-22	ВО	Орловский ВО	19 сд
033	1941-06-22	ВО	Орловский ВО	149 сд
033	1941-06-22	ВО	Орловский ВО	217 сд
033	1941-06-22	ВО	Орловский ВО	33 ск 
033	1941-06-22	ВО	Орловский ВО	89 сд
033	1941-06-22	ВО	Орловский ВО	120 сд
033	1941-06-22	ВО	Орловский ВО	145 сд
033	1941-06-22	ВО	Орловский ВО	222 сд
033	1941-06-22	ВО	Орловский ВО	281 гап о/м6
033	1941-06-22	ВО	Орловский ВО	364 кап
033	1941-06-22	ВО	Орловский ВО	488 кап
033	1941-06-22	ВО	Орловский ВО	643 кап
033	1941-06-22	ВО	Орловский ВО	644 кап
033	1941-06-22	ВО	Орловский ВО	733 зенап
033	1941-06-22	ВО	Орловский ВО	123 озад
033	1941-06-22	ВО	Орловский ВО	23 мк 
033	1941-06-22	ВО	Орловский ВО	48 тд
033	1941-06-22	ВО	Орловский ВО	51 тд
033	1941-06-22	ВО	Орловский ВО	27 мцп
033	1941-06-22	ВО	Орловский ВО	47 иад
033	1941-06-22	ВО	Орловский ВО	67 иад
033	1941-06-22	ВО	Орловский ВО	1 резервная авиабригада
034	1941-06-22	ВО	Уральский ВО
034	1941-06-22	ВО	Уральский ВО	22 ип
035	1941-06-22	ВО	Сибирский ВО
035	1941-06-22	ВО	Сибирский ВО	681 осп
035	1941-06-22	ВО	Сибирский ВО	486 гап б/м РГК
035	1941-06-22	ВО	Сибирский ВО	544 гап б/м РГК
035	1941-06-22	ВО	Сибирский ВО	30 бад
035	1941-06-22	ВО	Сибирский ВО	27 ип
036	1941-06-22	ВО	Харьковский ВО
036	1941-06-22	ВО	Харьковский ВО	13 армия
037	1941-06-22	ВО	Харьковский ВО	18 армия
038	1941-06-22	ВО	Северо-Кавказский ВО
038	1941-06-22	ВО	Северо-Кавказский ВО	64 ск
038	1941-06-22	ВО	Северо-Кавказский ВО	165 сд
038	1941-06-22	ВО	Северо-Кавказский ВО	175 сд
038	1941-06-22	ВО	Северо-Кавказский ВО	157 сд
038	1941-06-22	ВО	Северо-Кавказский ВО	394 кап
038	1941-06-22	ВО	Северо-Кавказский ВО	596 кап
038	1941-06-22	ВО	Северо-Кавказский ВО	302 гап
038	1941-06-22	ВО	Северо-Кавказский ВО	5 оминб
038	1941-06-22	ВО	Северо-Кавказский ВО	8 отд. д
038	1941-06-22	ВО	Северо-Кавказский ВО	73 иад
039	1941-06-22	ВО	Одесский ВО
039	1941-06-22	ВО	Одесский ВО	7 ск
039	1941-06-22	ВО	Одесский ВО	116 сд
039	1941-06-22	ВО	Одесский ВО	196 сд
039	1941-06-22	ВО	Одесский ВО	206 сд
039	1941-06-22	ВО	Одесский ВО	9 ск 
039	1941-06-22	ВО	Одесский ВО	106 сд
039	1941-06-22	ВО	Одесский ВО	156 сд
039	1941-06-22	ВО	Одесский ВО	47 сд
039	1941-06-22	ВО	Одесский ВО	5 вдбр
039	1941-06-22	ВО	Одесский ВО	6 вдбр
039	1941-06-22	ВО	Одесский ВО	212 вдбр
039	1941-06-22	ВО	Одесский ВО	137 гап б/м РГК
039	1941-06-22	ВО	Одесский ВО	515 гап б/м РГК
039	1941-06-22	ВО	Одесский ВО	522 гап б/м РГК
039	1941-06-22	ВО	Одесский ВО	527 гап б/м РГК
039	1941-06-22	ВО	Одесский ВО	272 кап
039	1941-06-22	ВО	Одесский ВО	377 кап
039	1941-06-22	ВО	Одесский ВО	391 озад
039	1941-06-22	ВО	Одесский ВО	7 пмп
040	1941-06-22	ВО	Закавказский ВО
040	1941-06-22	ВО	Закавказский ВО	3 ск
040	1941-06-22	ВО	Закавказский ВО	4 сд
040	1941-06-22	ВО	Закавказский ВО	47 гсд
040	1941-06-22	ВО	Закавказский ВО	23 ск 
040	1941-06-22	ВО	Закавказский ВО	136 сд
040	1941-06-22	ВО	Закавказский ВО	40 ск 
040	1941-06-22	ВО	Закавказский ВО	9 гсд
040	1941-06-22	ВО	Закавказский ВО	63 гсд
040	1941-06-22	ВО	Закавказский ВО	76 гсд
040	1941-06-22	ВО	Закавказский ВО	77 гсд
040	1941-06-22	ВО	Закавказский ВО	24 кд
040	1941-06-22	ВО	Закавказский ВО	55 УР
040	1941-06-22	ВО	Закавказский ВО	25 кап
040	1941-06-22	ВО	Закавказский ВО	456 кап
040	1941-06-22	ВО	Закавказский ВО	457 кап
040	1941-06-22	ВО	Закавказский ВО	647 кап
040	1941-06-22	ВО	Закавказский ВО	337 гап РГК
040	1941-06-22	ВО	Закавказский ВО	547 гап РГК
040	1941-06-22	ВО	Закавказский ВО	350 гап б/м РГК
040	1941-06-22	ВО	Закавказский ВО	3 корпус ПВО 
040	1941-06-22	ВО	Закавказский ВО	180 зенап
040	1941-06-22	ВО	Закавказский ВО	190 зенап
040	1941-06-22	ВО	Закавказский ВО	195 зенап
040	1941-06-22	ВО	Закавказский ВО	252 зенап
040	1941-06-22	ВО	Закавказский ВО	335 зенап
040	1941-06-22	ВО	Закавказский ВО	339 зенап
040	1941-06-22	ВО	Закавказский ВО	513 зенап
040	1941-06-22	ВО	Закавказский ВО	8 бригада ПВО
040	1941-06-22	ВО	Закавказский ВО	443 зенап
040	1941-06-22	ВО	Закавказский ВО	151 озад
040	1941-06-22	ВО	Закавказский ВО	365 озад
040	1941-06-22	ВО	Закавказский ВО	380 озад
040	1941-06-22	ВО	Закавказский ВО	381 озад
040	1941-06-22	ВО	Закавказский ВО	28 мк 
040	1941-06-22	ВО	Закавказский ВО	6 тд
040	1941-06-22	ВО	Закавказский ВО	54 тд
040	1941-06-22	ВО	Закавказский ВО	13 мцп
040	1941-06-22	ВО	Закавказский ВО	27 иад ПВО
040	1941-06-22	ВО	Закавказский ВО	71 иад ПВО
040	1941-06-22	ВО	Закавказский ВО	82 сад
040	1941-06-22	ВО	Закавказский ВО	68 иап
040	1941-06-22	ВО	Закавказский ВО	3 каэ
040	1941-06-22	ВО	Закавказский ВО	23 каэ
040	1941-06-22	ВО	Закавказский ВО	21 ип
041	1941-06-22	ВО	Среднеазиатский ВО
041	1941-06-22	ВО	Среднеазиатский ВО	58 ск
041	1941-06-22	ВО	Среднеазиатский ВО	68 гсд
041	1941-06-22	ВО	Среднеазиатский ВО	83 гсд
041	1941-06-22	ВО	Среднеазиатский ВО	194 гсд
041	1941-06-22	ВО	Среднеазиатский ВО	238 сд
041	1941-06-22	ВО	Среднеазиатский ВО	18 гкд
041	1941-06-22	ВО	Среднеазиатский ВО	20 гкд
041	1941-06-22	ВО	Среднеазиатский ВО	21 гкд
041	1941-06-22	ВО	Среднеазиатский ВО	123 кап
041	1941-06-22	ВО	Среднеазиатский ВО	450 кап
041	1941-06-22	ВО	Среднеазиатский ВО	143 озад
041	1941-06-22	ВО	Среднеазиатский ВО	187 озад
041	1941-06-22	ВО	Среднеазиатский ВО	189 озад
041	1941-06-22	ВО	Среднеазиатский ВО	27 мк 
041	1941-06-22	ВО	Среднеазиатский ВО	9 тд
041	1941-06-22	ВО	Среднеазиатский ВО	53 тд
041	1941-06-22	ВО	Среднеазиатский ВО	31 мцп
041	1941-06-22	ВО	Среднеазиатский ВО	10 легкие бронепоезда
041	1941-06-22	ВО	Среднеазиатский ВО	11 легкие бронепоезда
041	1941-06-22	ВО	Среднеазиатский ВО	4 сабр 
041	1941-06-22	ВО	Среднеазиатский ВО	116 иап
041	1941-06-22	ВО	Среднеазиатский ВО	20 ип
042	1941-06-22	ВО	Архангельский ВО
042	1941-06-22	ВО	Архангельский ВО	88 сд
042	1941-06-22	ВО	Архангельский ВО	111 сд
042	1941-06-22	ВО	Архангельский ВО	310 пап РГК
042	1941-06-22	ВО	Архангельский ВО	6 отд. тяж. пуш. батареи РГК
042	1941-06-22	ВО	Архангельский ВО	1 сабр
043	1941-06-22	ВО	Забайкальский ВО
043	1941-06-22	ВО	Забайкальский ВО	17 армия
043	1941-06-22	ВО	Забайкальский ВО	17 армия	2 
043	1941-06-22	ВО	Забайкальский ВО	17 армия	57 тд
043	1941-06-22	ВО	Забайкальский ВО	17 армия	61 тд
043	1941-06-22	ВО	Забайкальский ВО	17 армия	9 мотобронебригада
043	1941-06-22	ВО	Забайкальский ВО	17 армия	17 пмб
044	1941-06-22	ВО	Забайкальский ВО	12 ск
044	1941-06-22	ВО	Забайкальский ВО	65 сд
044	1941-06-22	ВО	Забайкальский ВО	94 сд
044	1941-06-22	ВО	Забайкальский ВО	93 сд
044	1941-06-22	ВО	Забайкальский ВО	114 сд
044	1941-06-22	ВО	Забайкальский ВО	106 гап б/м
044	1941-06-22	ВО	Забайкальский ВО	413 гап РГК
044	1941-06-22	ВО	Забайкальский ВО	68 озад
044	1941-06-22	ВО	Забайкальский ВО	79 
044	1941-06-22	ВО	Забайкальский ВО	3  
044	1941-06-22	ВО	Забайкальский ВО	38 иад
044	1941-06-22	ВО	Забайкальский ВО	28 сад
044	1941-06-22	ВО	Забайкальский ВО	37 сад
044	1941-06-22	ВО	Забайкальский ВО	9 иап ПВО
044	1941-06-22	ВО	Забайкальский ВО	64 сап
044	1941-06-22	ВО	Забайкальский ВО	31 ип
044	1941-06-22	ВО	Забайкальский ВО	39 осб
045	1941-06-22	НДФ
045	1941-06-22	НДФ	ДВФ
045	1941-06-22	НДФ	ДВФ	1 армия
045	1941-06-22	НДФ	ДВФ	1 армия	26 ск
045	1941-06-22	НДФ	ДВФ	1 армия	21 сд
045	1941-06-22	НДФ	ДВФ	1 армия	22 сд
045	1941-06-22	НДФ	ДВФ	1 армия	26 сд
045	1941-06-22	НДФ	ДВФ	1 армия	59 ск 
045	1941-06-22	НДФ	ДВФ	1 армия	39 сд
045	1941-06-22	НДФ	ДВФ	1 армия	59 сд
045	1941-06-22	НДФ	ДВФ	1 армия	1 сбр
045	1941-06-22	НДФ	ДВФ	1 армия	4 сбр
045	1941-06-22	НДФ	ДВФ	1 армия	5 сбр
045	1941-06-22	НДФ	ДВФ	1 армия	105 УР
045	1941-06-22	НДФ	ДВФ	1 армия	50 кап
045	1941-06-22	НДФ	ДВФ	1 армия	273 кап
045	1941-06-22	НДФ	ДВФ	1 армия	199 гап б/м РГК
045	1941-06-22	НДФ	ДВФ	1 армия	549 гап б/м РГК
045	1941-06-22	НДФ	ДВФ	1 армия	129 озад
045	1941-06-22	НДФ	ДВФ	1 армия	30 мк 
045	1941-06-22	НДФ	ДВФ	1 армия	58 тд
045	1941-06-22	НДФ	ДВФ	1 армия	60 тд
045	1941-06-22	НДФ	ДВФ	1 армия	29 мцп
045	1941-06-22	НДФ	ДВФ	1 армия	32 сад
045	1941-06-22	НДФ	ДВФ	1 армия	34 сад
045	1941-06-22	НДФ	ДВФ	1 армия	29 оиб
046	1941-06-22	НДФ	ДВФ	2 армия
046	1941-06-22	НДФ	ДВФ	2 армия	1 
046	1941-06-22	НДФ	ДВФ	2 армия	59 тд
046	1941-06-22	НДФ	ДВФ	2 армия	2 отд. д
046	1941-06-22	НДФ	ДВФ	2 армия	5 отд. д
046	1941-06-22	НДФ	ДВФ	2 армия	31 сад
046	1941-06-22	НДФ	ДВФ	2 армия	2 тпмп
047	1941-06-22	НДФ	ДВФ	15 армия
047	1941-06-22	НДФ	ДВФ	15 армия	18 ск
047	1941-06-22	НДФ	ДВФ	15 армия	34 сд
047	1941-06-22	НДФ	ДВФ	15 армия	102 УР
047	1941-06-22	НДФ	ДВФ	15 армия	52 кап
047	1941-06-22	НДФ	ДВФ	15 армия	76 кап
047	1941-06-22	НДФ	ДВФ	15 армия	2  
047	1941-06-22	НДФ	ДВФ	15 армия	69 сад
047	1941-06-22	НДФ	ДВФ	15 армия	3 тпмп
047	1941-06-22	НДФ	ДВФ	15 армия	16 пмп
048	1941-06-22	НДФ	ДВФ	25 армия
048	1941-06-22	НДФ	ДВФ	25 армия	39 ск
048	1941-06-22	НДФ	ДВФ	25 армия	32 сд
048	1941-06-22	НДФ	ДВФ	25 армия	40 сд
048	1941-06-22	НДФ	ДВФ	25 армия	92 сд
048	1941-06-22	НДФ	ДВФ	25 армия	105 сд
048	1941-06-22	НДФ	ДВФ	25 армия	107 УР
048	1941-06-22	НДФ	ДВФ	25 армия	108 УР
048	1941-06-22	НДФ	ДВФ	25 армия	110 УР
048	1941-06-22	НДФ	ДВФ	25 армия	111 УР
048	1941-06-22	НДФ	ДВФ	25 армия	282 кап
048	1941-06-22	НДФ	ДВФ	25 армия	548 кап
048	1941-06-22	НДФ	ДВФ	25 армия	386 гап
048	1941-06-22	НДФ	ДВФ	25 армия	5  
048	1941-06-22	НДФ	ДВФ	25 армия	9 отд. д
048	1941-06-22	НДФ	ДВФ	25 армия	70 сад
048	1941-06-22	НДФ	ДВФ	25 армия	59 каэ
048	1941-06-22	НДФ	ДВФ	25 армия	32 ип
049	1941-06-22	НДФ	ДВФ	5 бак
049	1941-06-22	НДФ	ДВФ	33 бад
049	1941-06-22	НДФ	ДВФ	53 бад
049	1941-06-22	НДФ	ДВФ	5 сабр
049	1941-06-22	НДФ	ДВФ	168 рап
049	1941-06-22	НДФ	ДВФ	26 ип
