001	1945-05-01	ДА
001	1945-05-01	ДА	ЛФ Курляндская группа войск
001	1945-05-01	ДА	ЛФ Курляндская группа войск	1 ударная армия
030	1945-05-01	ДА	1 БФ	3 ударная армия	23 гв.
030	1945-05-01	ДА	1 БФ	3 ударная армия	7 ск 
030	1945-05-01	ДА	1 БФ	3 ударная армия	146 сд
030	1945-05-01	ДА	1 БФ	3 ударная армия	265 сд
030	1945-05-01	ДА	1 БФ	3 ударная армия	364 сд
030	1945-05-01	ДА	1 БФ	3 ударная армия	38 ск 
030	1945-05-01	ДА	1 БФ	3 ударная армия	52 гв.
030	1945-05-01	ДА	1 БФ	3 ударная армия	89 сд
030	1945-05-01	ДА	1 БФ	3 ударная армия	79 ск 
030	1945-05-01	ДА	1 БФ	3 ударная армия	150 сд
030	1945-05-01	ДА	1 БФ	3 ударная армия	171 сд
030	1945-05-01	ДА	1 БФ	3 ударная армия	207 сд
030	1945-05-01	ДА	1 БФ	3 ударная армия	4 акп
030	1945-05-01	ДА	1 БФ	3 ударная армия	5 адп 
030	1945-05-01	ДА	1 БФ	3 ударная армия	23 гв. лабр
030	1945-05-01	ДА	1 БФ	3 ударная армия	9 габр
030	1945-05-01	ДА	1 БФ	3 ударная армия	100 габр БМ
030	1945-05-01	ДА	1 БФ	3 ударная армия	821 орадн
030	1945-05-01	ДА	1 БФ	3 ударная армия	12 адп 
030	1945-05-01	ДА	1 БФ	3 ударная армия	89 тгабр
030	1945-05-01	ДА	1 БФ	3 ударная армия	6 адп 
030	1945-05-01	ДА	1 БФ	3 ударная армия	118 тгабр
030	1945-05-01	ДА	1 БФ	3 ударная армия	104 габр БМ
030	1945-05-01	ДА	1 БФ	3 ударная армия	8 иптабр
030	1945-05-01	ДА	1 БФ	3 ударная армия	40 иптабр
030	1945-05-01	ДА	1 БФ	3 ударная армия	203 гв. минп
030	1945-05-01	ДА	1 БФ	3 ударная армия	16 гв. мбр
030	1945-05-01	ДА	1 БФ	3 ударная армия	22 гв. мбр
030	1945-05-01	ДА	1 БФ	3 ударная армия	23 гв. мбр
030	1945-05-01	ДА	1 БФ	3 ударная армия	19 гв. мп
030	1945-05-01	ДА	1 БФ	3 ударная армия	49 гв. мп
030	1945-05-01	ДА	1 БФ	3 ударная армия	50 гв. мп
030	1945-05-01	ДА	1 БФ	3 ударная армия	93 гв. мп
030	1945-05-01	ДА	1 БФ	3 ударная армия	1332 зенап
030	1945-05-01	ДА	1 БФ	3 ударная армия	1338 зенап
030	1945-05-01	ДА	1 БФ	3 ударная армия	1344 зенап
030	1945-05-01	ДА	1 БФ	3 ударная армия	1350 зенап
030	1945-05-01	ДА	1 БФ	3 ударная армия	1622 зенап
030	1945-05-01	ДА	1 БФ	3 ударная армия	85 отп
030	1945-05-01	ДА	1 БФ	3 ударная армия	351 гв. тсап
030	1945-05-01	ДА	1 БФ	3 ударная армия	1728 сап
030	1945-05-01	ДА	1 БФ	3 ударная армия	1729 сап
030	1945-05-01	ДА	1 БФ	3 ударная армия	1818 сап
030	1945-05-01	ДА	1 БФ	3 ударная армия	25 исбр
030	1945-05-01	ДА	1 БФ	3 ударная армия	4 гв. миб
030	1945-05-01	ДА	1 БФ	3 ударная армия	7 мпмбр 
030	1945-05-01	ДА	1 БФ	3 ударная армия	138 мпмб
030	1945-05-01	ДА	1 БФ	3 ударная армия	10 ооб
031	1945-05-01	ДА	1 БФ	5 ударная армия
031	1945-05-01	ДА	1 БФ	5 ударная армия	26 гв. ск
031	1945-05-01	ДА	1 БФ	5 ударная армия	89 гв.
031	1945-05-01	ДА	1 БФ	5 ударная армия	94 гв.
031	1945-05-01	ДА	1 БФ	5 ударная армия	9 ск 
031	1945-05-01	ДА	1 БФ	5 ударная армия	230 сд
031	1945-05-01	ДА	1 БФ	5 ударная армия	248 сд
031	1945-05-01	ДА	1 БФ	5 ударная армия	301 сд
031	1945-05-01	ДА	1 БФ	5 ударная армия	32 ск 
031	1945-05-01	ДА	1 БФ	5 ударная армия	60 гв.
031	1945-05-01	ДА	1 БФ	5 ударная армия	416 сд
031	1945-05-01	ДА	1 БФ	5 ударная армия	6 акп
031	1945-05-01	ДА	1 БФ	5 ударная армия	2 адп 
031	1945-05-01	ДА	1 БФ	5 ударная армия	20 лабр
031	1945-05-01	ДА	1 БФ	5 ударная армия	10 гв. габр
031	1945-05-01	ДА	1 БФ	5 ударная армия	121 габр БМ
031	1945-05-01	ДА	1 БФ	5 ударная армия	68 орадн
031	1945-05-01	ДА	1 БФ	5 ударная армия	14 адп 
031	1945-05-01	ДА	1 БФ	5 ударная армия	169 лабр
031	1945-05-01	ДА	1 БФ	5 ударная армия	176 тгабр
031	1945-05-01	ДА	1 БФ	5 ударная армия	21 тминбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	6 гв. мбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	112 орадн
031	1945-05-01	ДА	1 БФ	5 ударная армия	22 адп 
031	1945-05-01	ДА	1 БФ	5 ударная армия	97 тгабр 
031	1945-05-01	ДА	1 БФ	5 ударная армия	6 адп 
031	1945-05-01	ДА	1 БФ	5 ударная армия	124 габр БМ
031	1945-05-01	ДА	1 БФ	5 ударная армия	32 оадн ОМ
031	1945-05-01	ДА	1 БФ	5 ударная армия	322 оадн ОМ
031	1945-05-01	ДА	1 БФ	5 ударная армия	331 оадн ОМ
031	1945-05-01	ДА	1 БФ	5 ударная армия	4 гв.
031	1945-05-01	ДА	1 БФ	5 ударная армия	507 иптап
031	1945-05-01	ДА	1 БФ	5 ударная армия	32 минбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	41 гв. мбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	489 минп
031	1945-05-01	ДА	1 БФ	5 ударная армия	25 гв. мбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	92 гв. мп
031	1945-05-01	ДА	1 БФ	5 ударная армия	302 гв. зенап
031	1945-05-01	ДА	1 БФ	5 ударная армия	303 гв. зенап
031	1945-05-01	ДА	1 БФ	5 ударная армия	304 гв. зенап
031	1945-05-01	ДА	1 БФ	5 ударная армия	306 гв. зенап
031	1945-05-01	ДА	1 БФ	5 ударная армия	1617 зенап
031	1945-05-01	ДА	1 БФ	5 ударная армия	11 тк 
031	1945-05-01	ДА	1 БФ	5 ударная армия	20 тбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	36 тбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	65 тбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	50 гв. ттп
031	1945-05-01	ДА	1 БФ	5 ударная армия	1461 сап
031	1945-05-01	ДА	1 БФ	5 ударная армия	1493 сап
031	1945-05-01	ДА	1 БФ	5 ударная армия	243 минп
031	1945-05-01	ДА	1 БФ	5 ударная армия	1388 зенап
031	1945-05-01	ДА	1 БФ	5 ударная армия	11 гв. ттбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	67 гв. ттбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	396 гв. тсап
031	1945-05-01	ДА	1 БФ	5 ударная армия	61 исбр
031	1945-05-01	ДА	1 БФ	5 ударная армия	8 ооб
032	1945-05-01	ДА	1 БФ	8 гвардейская армия
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	4 гв. ск
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	35 гв. сд
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	47 гв. сд
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	57 гв. сд
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	28 гв. ск 
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	39 гв. сд
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	79 гв. сд
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	88 гв. сд
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	29 гв. ск 
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	27 гв. сд
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	74 гв. сд
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	82 гв. сд
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	3 акп
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	18 адп 
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	65 лабр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	2 тгабр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	80 тгабр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	42 минбр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	3 гв. орадн
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	182 лабр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	189 тгабр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	46 минбр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	36 гв. мбр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	43 гв. пабр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	1091 кап
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	1 пап ОМ
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	266 гв. иптап
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	2 гв. мд 
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	17 гв. мбр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	20 гв. мбр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	26 гв. мбр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	59 гв. мп
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	311 гв. мп
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	297 гв. зенап
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	307 гв. зенап
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	308 гв. зенап
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	309 гв. зенап
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	6 овпдаан
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	7 гв. ттбр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	65 отп
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	259 отп
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	394 гв.
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	1061 сап
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	1087 сап
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	1200 сап
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	64 исбр
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	6 ооб
032	1945-05-01	ДА	1 БФ	8 гвардейская армия	19 ооб
033	1945-05-01	ДА	1 БФ	3 армия
033	1945-05-01	ДА	1 БФ	3 армия	35 ск
033	1945-05-01	ДА	1 БФ	3 армия	250 сд
033	1945-05-01	ДА	1 БФ	3 армия	290 сд
033	1945-05-01	ДА	1 БФ	3 армия	348 сд
033	1945-05-01	ДА	1 БФ	3 армия	40 ск 
033	1945-05-01	ДА	1 БФ	3 армия	5 сд
033	1945-05-01	ДА	1 БФ	3 армия	129 сд
033	1945-05-01	ДА	1 БФ	3 армия	169 сд
033	1945-05-01	ДА	1 БФ	3 армия	41 ск 
033	1945-05-01	ДА	1 БФ	3 армия	120 гв.
033	1945-05-01	ДА	1 БФ	3 армия	283 сд
033	1945-05-01	ДА	1 БФ	3 армия	4 кабр
033	1945-05-01	ДА	1 БФ	3 армия	584 иптап
033	1945-05-01	ДА	1 БФ	3 армия	24 гв. мп
033	1945-05-01	ДА	1 БФ	3 армия	1376 зенап
033	1945-05-01	ДА	1 БФ	3 армия	1380 зенап
033	1945-05-01	ДА	1 БФ	3 армия	1386 зенап
033	1945-05-01	ДА	1 БФ	3 армия	1392 зенап
033	1945-05-01	ДА	1 БФ	3 армия	1812 сап
033	1945-05-01	ДА	1 БФ	3 армия	1888 сап
033	1945-05-01	ДА	1 БФ	3 армия	1901 сап
033	1945-05-01	ДА	1 БФ	3 армия	10 исбр
033	1945-05-01	ДА	1 БФ	3 армия	35 исбр
033	1945-05-01	ДА	1 БФ	3 армия	141 орро
033	1945-05-01	ДА	1 БФ	3 армия	207 орро
034	1945-05-01	ДА	1 БФ	33 армия
034	1945-05-01	ДА	1 БФ	33 армия	16 ск
034	1945-05-01	ДА	1 БФ	33 армия	323 сд
034	1945-05-01	ДА	1 БФ	33 армия	339 сд
034	1945-05-01	ДА	1 БФ	33 армия	383 сд
034	1945-05-01	ДА	1 БФ	33 армия	62 ск 
034	1945-05-01	ДА	1 БФ	33 армия	95 сд
034	1945-05-01	ДА	1 БФ	33 армия	222 сд
034	1945-05-01	ДА	1 БФ	33 армия	362 сд
034	1945-05-01	ДА	1 БФ	33 армия	49 сд
034	1945-05-01	ДА	1 БФ	33 армия	119 УР
034	1945-05-01	ДА	1 БФ	33 армия	22 адп 
034	1945-05-01	ДА	1 БФ	33 армия	13 лабр
034	1945-05-01	ДА	1 БФ	33 армия	63 габр
034	1945-05-01	ДА	1 БФ	33 армия	142 пабр
034	1945-05-01	ДА	1 БФ	33 армия	538 минп
034	1945-05-01	ДА	1 БФ	33 армия	1979 зенап
034	1945-05-01	ДА	1 БФ	33 армия	1983 зенап
034	1945-05-01	ДА	1 БФ	33 армия	1987 зенап
034	1945-05-01	ДА	1 БФ	33 армия	1991 зенап
034	1945-05-01	ДА	1 БФ	33 армия	1266 зенап
034	1945-05-01	ДА	1 БФ	33 армия	257 отп
034	1945-05-01	ДА	1 БФ	33 армия	361 гв. тсап
034	1945-05-01	ДА	1 БФ	33 армия	34 исбр
034	1945-05-01	ДА	1 БФ	33 армия	61 мпмб
035	1945-05-01	ДА	1 БФ	47 армия
035	1945-05-01	ДА	1 БФ	47 армия	77 ск
035	1945-05-01	ДА	1 БФ	47 армия	185 сд
035	1945-05-01	ДА	1 БФ	47 армия	260 сд
035	1945-05-01	ДА	1 БФ	47 армия	328 сд
035	1945-05-01	ДА	1 БФ	47 армия	125 ск 
035	1945-05-01	ДА	1 БФ	47 армия	60 сд
035	1945-05-01	ДА	1 БФ	47 армия	76 сд
035	1945-05-01	ДА	1 БФ	47 армия	175 сд
035	1945-05-01	ДА	1 БФ	47 армия	129 ск 
035	1945-05-01	ДА	1 БФ	47 армия	82 сд
035	1945-05-01	ДА	1 БФ	47 армия	132 сд
035	1945-05-01	ДА	1 БФ	47 армия	143 сд
035	1945-05-01	ДА	1 БФ	47 армия	6 адп 
035	1945-05-01	ДА	1 БФ	47 армия	21 лабр
035	1945-05-01	ДА	1 БФ	47 армия	18 габр
035	1945-05-01	ДА	1 БФ	47 армия	30 гв. пабр
035	1945-05-01	ДА	1 БФ	47 армия	460 минп
035	1945-05-01	ДА	1 БФ	47 армия	305 гв. мп
035	1945-05-01	ДА	1 БФ	47 армия	445 зенап
035	1945-05-01	ДА	1 БФ	47 армия	457 зенап
035	1945-05-01	ДА	1 БФ	47 армия	498 зенап
035	1945-05-01	ДА	1 БФ	47 армия	499 зенап
035	1945-05-01	ДА	1 БФ	47 армия	70 гв. ттп
035	1945-05-01	ДА	1 БФ	47 армия	1204 сап
035	1945-05-01	ДА	1 БФ	47 армия	1416 сап
035	1945-05-01	ДА	1 БФ	47 армия	1825 сап
035	1945-05-01	ДА	1 БФ	47 армия	1892 сап
035	1945-05-01	ДА	1 БФ	47 армия	18 исбр
035	1945-05-01	ДА	1 БФ	47 армия	20 ооб
036	1945-05-01	ДА	1 БФ	61 армия
036	1945-05-01	ДА	1 БФ	61 армия	9 гв. ск
036	1945-05-01	ДА	1 БФ	61 армия	12 гв.
036	1945-05-01	ДА	1 БФ	61 армия	75 гв.
036	1945-05-01	ДА	1 БФ	61 армия	80 ск 
036	1945-05-01	ДА	1 БФ	61 армия	212 сд
036	1945-05-01	ДА	1 БФ	61 армия	234 сд
036	1945-05-01	ДА	1 БФ	61 армия	356 сд
036	1945-05-01	ДА	1 БФ	61 армия	89 ск 
036	1945-05-01	ДА	1 БФ	61 армия	23 сд
036	1945-05-01	ДА	1 БФ	61 армия	311 сд
036	1945-05-01	ДА	1 БФ	61 армия	397 сд
036	1945-05-01	ДА	1 БФ	61 армия	38 гв. пабр
036	1945-05-01	ДА	1 БФ	61 армия	41 иптабр
036	1945-05-01	ДА	1 БФ	61 армия	547 минп
036	1945-05-01	ДА	1 БФ	61 армия	1333 зенап
036	1945-05-01	ДА	1 БФ	61 армия	1339 зенап
036	1945-05-01	ДА	1 БФ	61 армия	1345 зенап
036	1945-05-01	ДА	1 БФ	61 армия	1351 зенап
036	1945-05-01	ДА	1 БФ	61 армия	312 гв.
036	1945-05-01	ДА	1 БФ	61 армия	1899 сап
036	1945-05-01	ДА	1 БФ	61 армия	38 исбр
037	1945-05-01	ДА	1 БФ	69 армия
037	1945-05-01	ДА	1 БФ	69 армия	25 ск
037	1945-05-01	ДА	1 БФ	69 армия	77 гв.
037	1945-05-01	ДА	1 БФ	69 армия	41 сд
037	1945-05-01	ДА	1 БФ	69 армия	61 ск 
037	1945-05-01	ДА	1 БФ	69 армия	134 сд
037	1945-05-01	ДА	1 БФ	69 армия	247 сд
037	1945-05-01	ДА	1 БФ	69 армия	274 сд
037	1945-05-01	ДА	1 БФ	69 армия	91 ск 
037	1945-05-01	ДА	1 БФ	69 армия	117 сд
037	1945-05-01	ДА	1 БФ	69 армия	312 сд
037	1945-05-01	ДА	1 БФ	69 армия	370 сд
037	1945-05-01	ДА	1 БФ	69 армия	12 адп 
037	1945-05-01	ДА	1 БФ	69 армия	46 лабр
037	1945-05-01	ДА	1 БФ	69 армия	32 габр
037	1945-05-01	ДА	1 БФ	69 армия	62 пабр
037	1945-05-01	ДА	1 БФ	69 армия	22 иптап
037	1945-05-01	ДА	1 БФ	69 армия	293 минп
037	1945-05-01	ДА	1 БФ	69 армия	303 гв. мп
037	1945-05-01	ДА	1 БФ	69 армия	160 гв.
037	1945-05-01	ДА	1 БФ	69 армия	166 гв.
037	1945-05-01	ДА	1 БФ	69 армия	270 гв.
037	1945-05-01	ДА	1 БФ	69 армия	68 тбр
037	1945-05-01	ДА	1 БФ	69 армия	33 гв. ттп
037	1945-05-01	ДА	1 БФ	69 армия	1206 сап
037	1945-05-01	ДА	1 БФ	69 армия	1221 сап
037	1945-05-01	ДА	1 БФ	69 армия	37 исбр
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	4 гв. зенад
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	256 гв. зенап
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	257 гв. зенап
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	263 гв. зенап
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	273 гв. зенап
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	8 гв. мк 
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	19 гв. мехбр
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	20 гв. мехбр
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	21 гв. мехбр
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	48 гв. ттп
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	400 гв. сап
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	265 гв. минп
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	358 гв. зенап
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	11 гв. тк 
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	40 гв. тбр
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	44 гв. тбр
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	45 гв. тбр
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	350 лап
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	399 гв. тсап
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	9 гв. мцб
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	53 гв. мдн
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	19 сабр
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	6 мцп
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	274 омб ОСНАЗ
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	191 гв. апс
038	1945-05-01	ДА	1 БФ	1 гвардейская танковая армия	17 мибр
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	24 зенад
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	1045 зенап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	1337 зенап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	1343 зенап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	1349 зенап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	9 гв. тк 
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	47 гв. тбр
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	50 гв. тбр
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	65 гв. тбр
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	1643 лап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	369 гв. сап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	386 гв. сап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	234 гв. минп
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	66 гв. зенап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	12 гв. тк 
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	48 гв. тбр
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	49 гв. тбр
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	66 гв. тбр
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	79 гв. ттп
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	387 гв. сап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	393 гв. сап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	226 гв. минп
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	75 гв. зенап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	1 мк 
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	19 мехбр
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	35 мехбр
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	37 мехбр
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	347 гв. тсап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	1822 сап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	294 минп
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	1382 зенап
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	5 гв. мцп
039	1945-05-01	ДА	1 БФ	2 гвардейская танковая армия	18 мибр
040	1945-05-01	ДА	1 БФ	16 воздушная армия
040	1945-05-01	ДА	1 БФ	16 воздушная армия	3 бак
040	1945-05-01	ДА	1 БФ	16 воздушная армия	183 бад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	241 бад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	301 бад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	6 бак 
040	1945-05-01	ДА	1 БФ	16 воздушная армия	113 бад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	326 бад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	334 бад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	6 шак 
040	1945-05-01	ДА	1 БФ	16 воздушная армия	197 шад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	198 шад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	9 шак 
040	1945-05-01	ДА	1 БФ	16 воздушная армия	3 гв.
040	1945-05-01	ДА	1 БФ	16 воздушная армия	1 гв. иак 
040	1945-05-01	ДА	1 БФ	16 воздушная армия	3 гв. иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	4 гв. иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	3 иак 
040	1945-05-01	ДА	1 БФ	16 воздушная армия	265 иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	278 иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	6 иак 
040	1945-05-01	ДА	1 БФ	16 воздушная армия	234 иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	273 иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	13 иак 
040	1945-05-01	ДА	1 БФ	16 воздушная армия	193 иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	283 иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	221 бад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	11 гв. шад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	240 иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	282 иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	286 иад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	242 нбад
040	1945-05-01	ДА	1 БФ	16 воздушная армия	16 рап
040	1945-05-01	ДА	1 БФ	16 воздушная армия	72 рап
040	1945-05-01	ДА	1 БФ	16 воздушная армия	98 крап
040	1945-05-01	ДА	1 БФ	16 воздушная армия	62 гв. ап ГВФ
041	1945-05-01	ДА	1 БФ	2 гв. кк
041	1945-05-01	ДА	1 БФ	3 гв. кд
041	1945-05-01	ДА	1 БФ	4 гв. кд
041	1945-05-01	ДА	1 БФ	17 гв. кд
041	1945-05-01	ДА	1 БФ	149 гв. иптап
041	1945-05-01	ДА	1 БФ	60 гв. оминдн
041	1945-05-01	ДА	1 БФ	1730 зенап
041	1945-05-01	ДА	1 БФ	7 гв. кк 
041	1945-05-01	ДА	1 БФ	14 гв. кд
041	1945-05-01	ДА	1 БФ	15 гв. кд
041	1945-05-01	ДА	1 БФ	16 гв. кд
041	1945-05-01	ДА	1 БФ	145 гв. иптап
041	1945-05-01	ДА	1 БФ	57 гв. оминдн
041	1945-05-01	ДА	1 БФ	1733 зенап
041	1945-05-01	ДА	1 БФ	34 оадн ОМ
041	1945-05-01	ДА	1 БФ	33 иптабр
041	1945-05-01	ДА	1 БФ	45 иптабр
041	1945-05-01	ДА	1 БФ	56 гв. мп
041	1945-05-01	ДА	1 БФ	318 гв. мп
041	1945-05-01	ДА	1 БФ	1065 зенап
041	1945-05-01	ДА	1 БФ	1173 зенап
041	1945-05-01	ДА	1 БФ	1175 зенап
041	1945-05-01	ДА	1 БФ	1218 зенап
041	1945-05-01	ДА	1 БФ	32 зенад 
041	1945-05-01	ДА	1 БФ	1377 зенап
041	1945-05-01	ДА	1 БФ	1387 зенап
041	1945-05-01	ДА	1 БФ	1393 зенап
041	1945-05-01	ДА	1 БФ	1413 зенап
041	1945-05-01	ДА	1 БФ	221 гв.
041	1945-05-01	ДА	1 БФ	1263 зенап
041	1945-05-01	ДА	1 БФ	13 гв.
041	1945-05-01	ДА	1 БФ	27 озадн
041	1945-05-01	ДА	1 БФ	30 озадн
041	1945-05-01	ДА	1 БФ	31 озадн
041	1945-05-01	ДА	1 БФ	179 озадн
041	1945-05-01	ДА	1 БФ	615 озадн
041	1945-05-01	ДА	1 БФ	9 тк 
041	1945-05-01	ДА	1 БФ	23 тбр
041	1945-05-01	ДА	1 БФ	95 тбр
041	1945-05-01	ДА	1 БФ	108 тбр
041	1945-05-01	ДА	1 БФ	36 гв. ттп
041	1945-05-01	ДА	1 БФ	1455 сап
