001	1944-12-01	ДА
001	1944-12-01	ДА	ЛФ
001	1944-12-01	ДА	ЛФ	8 армия
029	1944-12-01	ДА	3 БФ	406 отпадн ОМ
029	1944-12-01	ДА	3 БФ	21 иптабр
029	1944-12-01	ДА	3 БФ	35 иптабр
029	1944-12-01	ДА	3 БФ	29 тминбр
029	1944-12-01	ДА	3 БФ	1281 зенап
029	1944-12-01	ДА	3 БФ	1480 зенап
029	1944-12-01	ДА	3 БФ	324 озадн
029	1944-12-01	ДА	3 БФ	500 озадн
029	1944-12-01	ДА	3 БФ	525 озадн
029	1944-12-01	ДА	3 БФ	1 тк 
029	1944-12-01	ДА	3 БФ	89 тбр
029	1944-12-01	ДА	3 БФ	117 тбр
029	1944-12-01	ДА	3 БФ	159 тбр
029	1944-12-01	ДА	3 БФ	354 гв. тсап
029	1944-12-01	ДА	3 БФ	1514 сап
029	1944-12-01	ДА	3 БФ	120 лап
029	1944-12-01	ДА	3 БФ	10 гв. мдн
029	1944-12-01	ДА	3 БФ	2 гв. тк 
029	1944-12-01	ДА	3 БФ	4 гв. тбр
029	1944-12-01	ДА	3 БФ	25 гв. тбр
029	1944-12-01	ДА	3 БФ	26 гв. тбр
029	1944-12-01	ДА	3 БФ	401 гв.
029	1944-12-01	ДА	3 БФ	79 мцб
029	1944-12-01	ДА	3 БФ	273 минп
029	1944-12-01	ДА	3 БФ	1695 зенап
029	1944-12-01	ДА	3 БФ	35 гв. отп
029	1944-12-01	ДА	3 БФ	76 гв. отп
029	1944-12-01	ДА	3 БФ	148 тп
029	1944-12-01	ДА	3 БФ	1025 сап
029	1944-12-01	ДА	3 БФ	1435 сап
029	1944-12-01	ДА	3 БФ	22 одн брп
029	1944-12-01	ДА	3 БФ	50 одн брп
029	1944-12-01	ДА	3 БФ	2 гв. мшисбр
029	1944-12-01	ДА	3 БФ	4 пмбр
029	1944-12-01	ДА	3 БФ	8 пмбр
030	1944-12-01	ДА	2 БФ
030	1944-12-01	ДА	2 БФ	2 ударная армия
030	1944-12-01	ДА	2 БФ	2 ударная армия	98 ск
030	1944-12-01	ДА	2 БФ	2 ударная армия	142 сд
030	1944-12-01	ДА	2 БФ	2 ударная армия	281 сд
030	1944-12-01	ДА	2 БФ	2 ударная армия	381 сд
030	1944-12-01	ДА	2 БФ	2 ударная армия	108 ск 
030	1944-12-01	ДА	2 БФ	2 ударная армия	46 сд
030	1944-12-01	ДА	2 БФ	2 ударная армия	90 сд
030	1944-12-01	ДА	2 БФ	2 ударная армия	372 сд
030	1944-12-01	ДА	2 БФ	2 ударная армия	116 ск 
030	1944-12-01	ДА	2 БФ	2 ударная армия	86 сд
030	1944-12-01	ДА	2 БФ	2 ударная армия	321 сд
030	1944-12-01	ДА	2 БФ	2 ударная армия	326 сд
030	1944-12-01	ДА	2 БФ	2 ударная армия	81 пабр
030	1944-12-01	ДА	2 БФ	2 ударная армия	760 иптап
030	1944-12-01	ДА	2 БФ	2 ударная армия	803 зенап
030	1944-12-01	ДА	2 БФ	2 ударная армия	1196 сап
030	1944-12-01	ДА	2 БФ	2 ударная армия	21 исбр
031	1944-12-01	ДА	2 БФ	3 армия
031	1944-12-01	ДА	2 БФ	3 армия	35 ск
031	1944-12-01	ДА	2 БФ	3 армия	250 сд
031	1944-12-01	ДА	2 БФ	3 армия	290 сд
031	1944-12-01	ДА	2 БФ	3 армия	348 сд
031	1944-12-01	ДА	2 БФ	3 армия	40 ск 
031	1944-12-01	ДА	2 БФ	3 армия	5 сд
031	1944-12-01	ДА	2 БФ	3 армия	129 сд
031	1944-12-01	ДА	2 БФ	3 армия	41 ск 
031	1944-12-01	ДА	2 БФ	3 армия	120 гв.
031	1944-12-01	ДА	2 БФ	3 армия	283 сд
031	1944-12-01	ДА	2 БФ	3 армия	44 пабр
031	1944-12-01	ДА	2 БФ	3 армия	557 кпап
031	1944-12-01	ДА	2 БФ	3 армия	81 гап
031	1944-12-01	ДА	2 БФ	3 армия	584 иптап
031	1944-12-01	ДА	2 БФ	3 армия	286 минп
031	1944-12-01	ДА	2 БФ	3 армия	475 минп
031	1944-12-01	ДА	2 БФ	3 армия	1355 зенап
031	1944-12-01	ДА	2 БФ	3 армия	1359 зенап
031	1944-12-01	ДА	2 БФ	3 армия	1365 зенап
031	1944-12-01	ДА	2 БФ	3 армия	1371 зенап
031	1944-12-01	ДА	2 БФ	3 армия	1284 зенап
031	1944-12-01	ДА	2 БФ	3 армия	66 гв. отп
031	1944-12-01	ДА	2 БФ	3 армия	510 тп
031	1944-12-01	ДА	2 БФ	3 армия	1812 сап
031	1944-12-01	ДА	2 БФ	3 армия	1888 сап
031	1944-12-01	ДА	2 БФ	3 армия	1901 сап
031	1944-12-01	ДА	2 БФ	3 армия	1 шисбр
031	1944-12-01	ДА	2 БФ	3 армия	141 орро
031	1944-12-01	ДА	2 БФ	3 армия	207 орро
032	1944-12-01	ДА	2 БФ	48 армия
032	1944-12-01	ДА	2 БФ	48 армия	29 ск
032	1944-12-01	ДА	2 БФ	48 армия	73 сд
032	1944-12-01	ДА	2 БФ	48 армия	102 сд
032	1944-12-01	ДА	2 БФ	48 армия	194 сд
032	1944-12-01	ДА	2 БФ	48 армия	217 сд
032	1944-12-01	ДА	2 БФ	48 армия	42 ск 
032	1944-12-01	ДА	2 БФ	48 армия	137 сд
032	1944-12-01	ДА	2 БФ	48 армия	170 сд
032	1944-12-01	ДА	2 БФ	48 армия	399 сд
032	1944-12-01	ДА	2 БФ	48 армия	53 ск 
032	1944-12-01	ДА	2 БФ	48 армия	17 сд
032	1944-12-01	ДА	2 БФ	48 армия	96 сд
032	1944-12-01	ДА	2 БФ	48 армия	15 адп 
032	1944-12-01	ДА	2 БФ	48 армия	31 гв.
032	1944-12-01	ДА	2 БФ	48 армия	85 тгабр
032	1944-12-01	ДА	2 БФ	48 армия	68 пабр
032	1944-12-01	ДА	2 БФ	48 армия	13 иптабр
032	1944-12-01	ДА	2 БФ	48 армия	15 иптабр
032	1944-12-01	ДА	2 БФ	48 армия	479 минп
032	1944-12-01	ДА	2 БФ	48 армия	1980 зенап
032	1944-12-01	ДА	2 БФ	48 армия	1984 зенап
032	1944-12-01	ДА	2 БФ	48 армия	1988 зенап
032	1944-12-01	ДА	2 БФ	48 армия	1992 зенап
032	1944-12-01	ДА	2 БФ	48 армия	342 гв. тсап
032	1944-12-01	ДА	2 БФ	48 армия	57 исбр
032	1944-12-01	ДА	2 БФ	48 армия	142 орро
033	1944-12-01	ДА	2 БФ	49 армия
033	1944-12-01	ДА	2 БФ	49 армия	70 ск
033	1944-12-01	ДА	2 БФ	49 армия	139 сд
033	1944-12-01	ДА	2 БФ	49 армия	238 сд
033	1944-12-01	ДА	2 БФ	49 армия	385 сд
033	1944-12-01	ДА	2 БФ	49 армия	121 ск 
033	1944-12-01	ДА	2 БФ	49 армия	199 сд
033	1944-12-01	ДА	2 БФ	49 армия	343 сд
033	1944-12-01	ДА	2 БФ	49 армия	380 сд
033	1944-12-01	ДА	2 БФ	49 армия	42 сд
033	1944-12-01	ДА	2 БФ	49 армия	143 пабр
033	1944-12-01	ДА	2 БФ	49 армия	4 иптабр
033	1944-12-01	ДА	2 БФ	49 армия	540 минп
033	1944-12-01	ДА	2 БФ	49 армия	544 минп
033	1944-12-01	ДА	2 БФ	49 армия	49 зенад 
033	1944-12-01	ДА	2 БФ	49 армия	1265 зенап
033	1944-12-01	ДА	2 БФ	49 армия	1271 зенап
033	1944-12-01	ДА	2 БФ	49 армия	1272 зенап
033	1944-12-01	ДА	2 БФ	49 армия	2012 зенап
033	1944-12-01	ДА	2 БФ	49 армия	23 гв. тбр
033	1944-12-01	ДА	2 БФ	49 армия	1819 сап
033	1944-12-01	ДА	2 БФ	49 армия	26 одн брп
033	1944-12-01	ДА	2 БФ	49 армия	66 одн брп
033	1944-12-01	ДА	2 БФ	49 армия	11 исбр
033	1944-12-01	ДА	2 БФ	49 армия	17 ооб
034	1944-12-01	ДА	2 БФ	50 армия
034	1944-12-01	ДА	2 БФ	50 армия	69 ск
034	1944-12-01	ДА	2 БФ	50 армия	110 сд
034	1944-12-01	ДА	2 БФ	50 армия	153 сд
034	1944-12-01	ДА	2 БФ	50 армия	369 сд
034	1944-12-01	ДА	2 БФ	50 армия	81 ск 
034	1944-12-01	ДА	2 БФ	50 армия	307 сд
034	1944-12-01	ДА	2 БФ	50 армия	324 сд
034	1944-12-01	ДА	2 БФ	50 армия	330 сд
034	1944-12-01	ДА	2 БФ	50 армия	144 пабр
034	1944-12-01	ДА	2 БФ	50 армия	1321 иптап
034	1944-12-01	ДА	2 БФ	50 армия	1482 зенап
034	1944-12-01	ДА	2 БФ	50 армия	1484 зенап
034	1944-12-01	ДА	2 БФ	50 армия	1434 сап
034	1944-12-01	ДА	2 БФ	50 армия	1444 сап
034	1944-12-01	ДА	2 БФ	50 армия	43 одн брп
034	1944-12-01	ДА	2 БФ	50 армия	50 исбр
034	1944-12-01	ДА	2 БФ	50 армия	16 ооб
035	1944-12-01	ДА	2 БФ	65 армия
035	1944-12-01	ДА	2 БФ	65 армия	18 ск
035	1944-12-01	ДА	2 БФ	65 армия	37 гв.
035	1944-12-01	ДА	2 БФ	65 армия	69 сд
035	1944-12-01	ДА	2 БФ	65 армия	46 ск 
035	1944-12-01	ДА	2 БФ	65 армия	108 сд
035	1944-12-01	ДА	2 БФ	65 армия	186 сд
035	1944-12-01	ДА	2 БФ	65 армия	413 сд
035	1944-12-01	ДА	2 БФ	65 армия	47 ск 
035	1944-12-01	ДА	2 БФ	65 армия	71 сд
035	1944-12-01	ДА	2 БФ	65 армия	136 сд
035	1944-12-01	ДА	2 БФ	65 армия	162 сд
035	1944-12-01	ДА	2 БФ	65 армия	105 ск 
035	1944-12-01	ДА	2 БФ	65 армия	44 гв.
035	1944-12-01	ДА	2 БФ	65 армия	354 сд
035	1944-12-01	ДА	2 БФ	65 армия	153 УР
035	1944-12-01	ДА	2 БФ	65 армия	161 УР
035	1944-12-01	ДА	2 БФ	65 армия	18 адп 
035	1944-12-01	ДА	2 БФ	65 армия	65 лабр
035	1944-12-01	ДА	2 БФ	65 армия	2 тгабр
035	1944-12-01	ДА	2 БФ	65 армия	80 тгабр
035	1944-12-01	ДА	2 БФ	65 армия	42 минбр
035	1944-12-01	ДА	2 БФ	65 армия	26 ад 
035	1944-12-01	ДА	2 БФ	65 армия	56 пабр
035	1944-12-01	ДА	2 БФ	65 армия	77 габр
035	1944-12-01	ДА	2 БФ	65 армия	147 пабр
035	1944-12-01	ДА	2 БФ	65 армия	543 иптап
035	1944-12-01	ДА	2 БФ	65 армия	62 гв. мп
035	1944-12-01	ДА	2 БФ	65 армия	836 зенап
035	1944-12-01	ДА	2 БФ	65 армия	977 зенап
035	1944-12-01	ДА	2 БФ	65 армия	990 зенап
035	1944-12-01	ДА	2 БФ	65 армия	997 зенап
035	1944-12-01	ДА	2 БФ	65 армия	80 гв.
035	1944-12-01	ДА	2 БФ	65 армия	922 сап
035	1944-12-01	ДА	2 БФ	65 армия	925 сап
035	1944-12-01	ДА	2 БФ	65 армия	14 исбр
036	1944-12-01	ДА	2 БФ	70 армия
036	1944-12-01	ДА	2 БФ	70 армия	96 ск
036	1944-12-01	ДА	2 БФ	70 армия	38 гв.
036	1944-12-01	ДА	2 БФ	70 армия	165 сд
036	1944-12-01	ДА	2 БФ	70 армия	114 ск 
036	1944-12-01	ДА	2 БФ	70 армия	76 гв.
036	1944-12-01	ДА	2 БФ	70 армия	148 пабр
036	1944-12-01	ДА	2 БФ	70 армия	136 гв. минп
036	1944-12-01	ДА	2 БФ	70 армия	1890 сап
036	1944-12-01	ДА	2 БФ	70 армия	1898 сап
036	1944-12-01	ДА	2 БФ	70 армия	48 исбр
037	1944-12-01	ДА	2 БФ	4 воздушная армия
037	1944-12-01	ДА	2 БФ	4 воздушная армия	4 шак
037	1944-12-01	ДА	2 БФ	4 воздушная армия	196 шад
037	1944-12-01	ДА	2 БФ	4 воздушная армия	199 шад
037	1944-12-01	ДА	2 БФ	4 воздушная армия	8 иак 
037	1944-12-01	ДА	2 БФ	4 воздушная армия	215 иад
037	1944-12-01	ДА	2 БФ	4 воздушная армия	323 иад
037	1944-12-01	ДА	2 БФ	4 воздушная армия	233 шад
037	1944-12-01	ДА	2 БФ	4 воздушная армия	269 иад
037	1944-12-01	ДА	2 БФ	4 воздушная армия	309 иад
037	1944-12-01	ДА	2 БФ	4 воздушная армия	164 гв.
037	1944-12-01	ДА	2 БФ	4 воздушная армия	209 крап
037	1944-12-01	ДА	2 БФ	4 воздушная армия	69 ап ГВФ
038	1944-12-01	ДА	2 БФ	23 адп
038	1944-12-01	ДА	2 БФ	79 лабр
038	1944-12-01	ДА	2 БФ	3 тгабр
038	1944-12-01	ДА	2 БФ	96 тгабр
038	1944-12-01	ДА	2 БФ	28 минбр
038	1944-12-01	ДА	2 БФ	15 адп 
038	1944-12-01	ДА	2 БФ	106 габр БМ
038	1944-12-01	ДА	2 БФ	2 кабр
038	1944-12-01	ДА	2 БФ	1099 кпап
038	1944-12-01	ДА	2 БФ	49 гап
038	1944-12-01	ДА	2 БФ	520 иптап
038	1944-12-01	ДА	2 БФ	317 оадн ОМ
038	1944-12-01	ДА	2 БФ	31 гв. мбр
038	1944-12-01	ДА	2 БФ	43 гв. мп
038	1944-12-01	ДА	2 БФ	84 гв. мп
038	1944-12-01	ДА	2 БФ	89 гв. мп
038	1944-12-01	ДА	2 БФ	100 гв. мп
038	1944-12-01	ДА	2 БФ	313 гв. мп
038	1944-12-01	ДА	2 БФ	325 гв. мп
038	1944-12-01	ДА	2 БФ	1585 зенап
038	1944-12-01	ДА	2 БФ	1586 зенап
038	1944-12-01	ДА	2 БФ	1591 зенап
038	1944-12-01	ДА	2 БФ	1592 зенап
038	1944-12-01	ДА	2 БФ	225 зенап
038	1944-12-01	ДА	2 БФ	341 зенап
038	1944-12-01	ДА	2 БФ	739 зенап
038	1944-12-01	ДА	2 БФ	1268 зенап
038	1944-12-01	ДА	2 БФ	1270 зенап
038	1944-12-01	ДА	2 БФ	1479 зенап
038	1944-12-01	ДА	2 БФ	1709 зенап
038	1944-12-01	ДА	2 БФ	21 озадн
038	1944-12-01	ДА	2 БФ	451 озадн
038	1944-12-01	ДА	2 БФ	490 озадн
038	1944-12-01	ДА	2 БФ	508 озадн
038	1944-12-01	ДА	2 БФ	614 озадн
038	1944-12-01	ДА	2 БФ	1 гв. тк 
038	1944-12-01	ДА	2 БФ	15 гв. тбр
038	1944-12-01	ДА	2 БФ	16 гв. тбр
038	1944-12-01	ДА	2 БФ	17 гв. тбр
038	1944-12-01	ДА	2 БФ	1001 сап
038	1944-12-01	ДА	2 БФ	1296 сап
038	1944-12-01	ДА	2 БФ	166 лап
038	1944-12-01	ДА	2 БФ	43 гв. мдн
038	1944-12-01	ДА	2 БФ	8 гв. тк 
038	1944-12-01	ДА	2 БФ	58 гв. тбр
038	1944-12-01	ДА	2 БФ	59 гв. тбр
038	1944-12-01	ДА	2 БФ	60 гв. тбр
038	1944-12-01	ДА	2 БФ	62 гв. тп
038	1944-12-01	ДА	2 БФ	1817 сап
038	1944-12-01	ДА	2 БФ	1070 лап
038	1944-12-01	ДА	2 БФ	307 гв. мдн
038	1944-12-01	ДА	2 БФ	8 мк 
038	1944-12-01	ДА	2 БФ	66 мехбр
038	1944-12-01	ДА	2 БФ	67 мехбр
038	1944-12-01	ДА	2 БФ	68 мехбр
038	1944-12-01	ДА	2 БФ	86 гв. тп
038	1944-12-01	ДА	2 БФ	895 сап
038	1944-12-01	ДА	2 БФ	615 минп
038	1944-12-01	ДА	2 БФ	1716 зенап
038	1944-12-01	ДА	2 БФ	1297 сап
038	1944-12-01	ДА	2 БФ	1476 сап
038	1944-12-01	ДА	2 БФ	145 озенбрп
038	1944-12-01	ДА	2 БФ	184 оапс
038	1944-12-01	ДА	2 БФ	1 гв.
038	1944-12-01	ДА	2 БФ	33 мибр
038	1944-12-01	ДА	2 БФ	48 пмб
038	1944-12-01	ДА	2 БФ	87 пмб
038	1944-12-01	ДА	2 БФ	89 пмб
038	1944-12-01	ДА	2 БФ	122 пмб
039	1944-12-01	ДА	1 БФ
039	1944-12-01	ДА	1 БФ	5 ударная армия
039	1944-12-01	ДА	1 БФ	5 ударная армия	9 ск
039	1944-12-01	ДА	1 БФ	5 ударная армия	230 сд
039	1944-12-01	ДА	1 БФ	5 ударная армия	248 сд
039	1944-12-01	ДА	1 БФ	5 ударная армия	301 сд
039	1944-12-01	ДА	1 БФ	5 ударная армия	26 гв. ск 
039	1944-12-01	ДА	1 БФ	5 ударная армия	89 гв.
039	1944-12-01	ДА	1 БФ	5 ударная армия	94 гв.
039	1944-12-01	ДА	1 БФ	5 ударная армия	32 ск 
039	1944-12-01	ДА	1 БФ	5 ударная армия	60 гв.
039	1944-12-01	ДА	1 БФ	5 ударная армия	416 сд
039	1944-12-01	ДА	1 БФ	5 ударная армия	44 гв. пабр
039	1944-12-01	ДА	1 БФ	5 ударная армия	489 минп
039	1944-12-01	ДА	1 БФ	5 ударная армия	220 тбр
039	1944-12-01	ДА	1 БФ	5 ударная армия	41 мибр
040	1944-12-01	ДА	1 БФ	8 гвардейская армия
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	4 гв. ск
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	35 гв. сд
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	47 гв. сд
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	57 гв. сд
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	28 гв. ск 
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	39 гв. сд
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	79 гв. сд
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	88 гв. сд
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	29 гв. ск 
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	27 гв. сд
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	74 гв. сд
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	82 гв. сд
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	6 адп 
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	21 лабр
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	18 габр
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	124 габр БМ
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	43 гв. пабр
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	295 гв. пап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	41 иптабр
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	32 минбр
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	92 гв. мп
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	316 гв. мп
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	297 гв. зенап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	307 гв. зенап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	308 гв. зенап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	309 гв. зенап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	13 зенад 
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	1065 зенап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	1173 зенап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	1175 зенап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	1218 зенап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	878 зенап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	1263 зенап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	12 гв. тк 
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	48 гв. тбр
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	49 гв. тбр
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	66 гв. тбр
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	1239 сап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	1441 сап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	283 гв. лап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	89 гв. мдн
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	65 отп
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	259 отп
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	1087 сап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	1200 сап
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	39 одн брп
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	64 исбр
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	10 ооб
040	1944-12-01	ДА	1 БФ	8 гвардейская армия	19 ооб
041	1944-12-01	ДА	1 БФ	33 армия
041	1944-12-01	ДА	1 БФ	33 армия	16 ск
041	1944-12-01	ДА	1 БФ	33 армия	89 сд
041	1944-12-01	ДА	1 БФ	33 армия	339 сд
041	1944-12-01	ДА	1 БФ	33 армия	383 сд
041	1944-12-01	ДА	1 БФ	33 армия	38 ск 
041	1944-12-01	ДА	1 БФ	33 армия	64 сд
041	1944-12-01	ДА	1 БФ	33 армия	95 сд
041	1944-12-01	ДА	1 БФ	33 армия	323 сд
041	1944-12-01	ДА	1 БФ	33 армия	62 ск 
041	1944-12-01	ДА	1 БФ	33 армия	49 сд
041	1944-12-01	ДА	1 БФ	33 армия	222 сд
041	1944-12-01	ДА	1 БФ	33 армия	362 сд
041	1944-12-01	ДА	1 БФ	33 армия	142 пабр
041	1944-12-01	ДА	1 БФ	33 армия	538 минп
041	1944-12-01	ДА	1 БФ	33 армия	244 отп
041	1944-12-01	ДА	1 БФ	33 армия	34 исбр
042	1944-12-01	ДА	1 БФ	47 армия
042	1944-12-01	ДА	1 БФ	47 армия	77 ск
042	1944-12-01	ДА	1 БФ	47 армия	185 сд
042	1944-12-01	ДА	1 БФ	47 армия	234 сд
042	1944-12-01	ДА	1 БФ	47 армия	328 сд
042	1944-12-01	ДА	1 БФ	47 армия	125 ск 
042	1944-12-01	ДА	1 БФ	47 армия	60 сд
042	1944-12-01	ДА	1 БФ	47 армия	76 сд
042	1944-12-01	ДА	1 БФ	47 армия	175 сд
042	1944-12-01	ДА	1 БФ	47 армия	129 ск 
042	1944-12-01	ДА	1 БФ	47 армия	132 сд
042	1944-12-01	ДА	1 БФ	47 армия	143 сд
042	1944-12-01	ДА	1 БФ	47 армия	260 сд
042	1944-12-01	ДА	1 БФ	47 армия	22 адп 
042	1944-12-01	ДА	1 БФ	47 армия	13 лабр
042	1944-12-01	ДА	1 БФ	47 армия	63 габр
042	1944-12-01	ДА	1 БФ	47 армия	30 гв. пабр
042	1944-12-01	ДА	1 БФ	47 армия	460 минп
042	1944-12-01	ДА	1 БФ	47 армия	31 зенад 
042	1944-12-01	ДА	1 БФ	47 армия	1376 зенап
042	1944-12-01	ДА	1 БФ	47 армия	1380 зенап
042	1944-12-01	ДА	1 БФ	47 армия	1386 зенап
042	1944-12-01	ДА	1 БФ	47 армия	1392 зенап
042	1944-12-01	ДА	1 БФ	47 армия	64 зенад 
042	1944-12-01	ДА	1 БФ	47 армия	1979 зенап
042	1944-12-01	ДА	1 БФ	47 армия	1983 зенап
042	1944-12-01	ДА	1 БФ	47 армия	1987 зенап
042	1944-12-01	ДА	1 БФ	47 армия	1991 зенап
042	1944-12-01	ДА	1 БФ	47 армия	70 гв. отп
042	1944-12-01	ДА	1 БФ	47 армия	1204 сап
042	1944-12-01	ДА	1 БФ	47 армия	1416 сап
042	1944-12-01	ДА	1 БФ	47 армия	1892 сап
042	1944-12-01	ДА	1 БФ	47 армия	31 одн брп
042	1944-12-01	ДА	1 БФ	47 армия	18 исбр
042	1944-12-01	ДА	1 БФ	47 армия	20 ооб
043	1944-12-01	ДА	1 БФ	69 армия
043	1944-12-01	ДА	1 БФ	69 армия	25 ск
043	1944-12-01	ДА	1 БФ	69 армия	77 гв.
043	1944-12-01	ДА	1 БФ	69 армия	61 ск 
043	1944-12-01	ДА	1 БФ	69 армия	41 сд
043	1944-12-01	ДА	1 БФ	69 армия	134 сд
043	1944-12-01	ДА	1 БФ	69 армия	247 сд
043	1944-12-01	ДА	1 БФ	69 армия	274 сд
043	1944-12-01	ДА	1 БФ	69 армия	91 ск 
043	1944-12-01	ДА	1 БФ	69 армия	117 сд
043	1944-12-01	ДА	1 БФ	69 армия	312 сд
043	1944-12-01	ДА	1 БФ	69 армия	370 сд
043	1944-12-01	ДА	1 БФ	69 армия	115 УР
043	1944-12-01	ДА	1 БФ	69 армия	5 адп 
043	1944-12-01	ДА	1 БФ	69 армия	23 гв. лабр
043	1944-12-01	ДА	1 БФ	69 армия	1 минбр
043	1944-12-01	ДА	1 БФ	69 армия	12 адп 
043	1944-12-01	ДА	1 БФ	69 армия	46 лабр
043	1944-12-01	ДА	1 БФ	69 армия	32 габр
043	1944-12-01	ДА	1 БФ	69 армия	11 минбр
043	1944-12-01	ДА	1 БФ	69 армия	62 пабр
043	1944-12-01	ДА	1 БФ	69 армия	4 гв.
043	1944-12-01	ДА	1 БФ	69 армия	22 иптап
043	1944-12-01	ДА	1 БФ	69 армия	37 гв. мп
043	1944-12-01	ДА	1 БФ	69 армия	303 гв. мп
043	1944-12-01	ДА	1 БФ	69 армия	160 гв.
043	1944-12-01	ДА	1 БФ	69 армия	166 гв.
043	1944-12-01	ДА	1 БФ	69 армия	270 гв.
043	1944-12-01	ДА	1 БФ	69 армия	594 зенап
043	1944-12-01	ДА	1 БФ	69 армия	11 тк 
043	1944-12-01	ДА	1 БФ	69 армия	20 тбр
043	1944-12-01	ДА	1 БФ	69 армия	36 тбр
043	1944-12-01	ДА	1 БФ	69 армия	65 тбр
043	1944-12-01	ДА	1 БФ	69 армия	50 гв. тп
043	1944-12-01	ДА	1 БФ	69 армия	1493 сап
043	1944-12-01	ДА	1 БФ	69 армия	1071 лап
043	1944-12-01	ДА	1 БФ	69 армия	115 гв. мдн
043	1944-12-01	ДА	1 БФ	69 армия	12 сабр
043	1944-12-01	ДА	1 БФ	69 армия	1205 сап
043	1944-12-01	ДА	1 БФ	69 армия	1206 сап
043	1944-12-01	ДА	1 БФ	69 армия	1221 сап
043	1944-12-01	ДА	1 БФ	69 армия	37 исбр
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	4 гв. зенад
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	256 гв. зенап
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	257 гв. зенап
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	263 гв. зенап
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	273 гв. зенап
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	11 гв. тк 
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	40 гв. тбр
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	44 гв. тбр
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	45 гв. тбр
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	399 гв. тсап
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	1454 сап
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	9 гв. мцб
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	53 гв. мдн
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	8 гв. мк 
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	19 гв. мехбр
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	20 гв. мехбр
044	1944-12-01	ДА	1 БФ	1 гвардейская танковая армия	21 гв. мехбр
