001	1941-07-07	Да
001	1941-07-07	Да	СФ
001	1941-07-07	Да	СФ	7 армия
031	1941-07-07	РС ГК	Группа армий резерва Ставки	24 армия	18 ап ПТО
031	1941-07-07	РС ГК	Группа армий резерва Ставки	24 армия	509 ап ПТО
031	1941-07-07	РС ГК	Группа армий резерва Ставки	24 армия	700 ап ПТО
031	1941-07-07	РС ГК	Группа армий резерва Ставки	24 армия	738 ап ПТО
031	1941-07-07	РС ГК	Группа армий резерва Ставки	24 армия	26 мк 
031	1941-07-07	РС ГК	Группа армий резерва Ставки	24 армия	52 тд
031	1941-07-07	РС ГК	Группа армий резерва Ставки	24 армия	56 тд
031	1941-07-07	РС ГК	Группа армий резерва Ставки	24 армия	28 мцп
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	30 ск
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	89 сд
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	120 сд
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	149 сд
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	33 ск 
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	145 сд
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	217 сд
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	222 сд
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	207 кап
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	364 кап
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	643 кап
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	644 кап
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	756 ап ПТО
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	760 ап ПТО
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	761 ап ПТО
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	27 мк 
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	9 тд
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	53 тд
032	1941-07-07	РС ГК	Группа армий резерва Ставки	28 армия	31 мцп
033	1941-07-07	РС ГК	Группа армий резерва Ставки	31 армия
033	1941-07-07	РС ГК	Группа армий резерва Ставки	31 армия	244 сд
033	1941-07-07	РС ГК	Группа армий резерва Ставки	31 армия	246 сд
033	1941-07-07	РС ГК	Группа армий резерва Ставки	31 армия	247 сд
033	1941-07-07	РС ГК	Группа армий резерва Ставки	31 армия	249 сд
033	1941-07-07	РС ГК	Группа армий резерва Ставки	31 армия	646 кап
033	1941-07-07	РС ГК	Группа армий резерва Ставки	31 армия	766 ап ПТО
034	1941-07-07	РС ГК	Отдельные армии
034	1941-07-07	РС ГК	Отдельные армии	3 армия
035	1941-07-07	РС ГК	Отдельные армии	16 армия
035	1941-07-07	РС ГК	Отдельные армии	16 армия	32 ск
035	1941-07-07	РС ГК	Отдельные армии	16 армия	46 сд
035	1941-07-07	РС ГК	Отдельные армии	16 армия	152 сд
035	1941-07-07	РС ГК	Отдельные армии	16 армия	126 кап
035	1941-07-07	РС ГК	Отдельные армии	16 армия	57 тд
036	1941-07-07	РС ГК	119 сд
036	1941-07-07	РС ГК	272 сд
036	1941-07-07	РС ГК	43 кап
036	1941-07-07	РС ГК	267 кап
036	1941-07-07	РС ГК	390 кап
036	1941-07-07	РС ГК	488 кап
036	1941-07-07	РС ГК	637 кап
036	1941-07-07	РС ГК	440 гап б/м РГК
036	1941-07-07	РС ГК	533 ап ПТО
036	1941-07-07	РС ГК	753 ап ПТО
036	1941-07-07	РС ГК	758 ап ПТО
036	1941-07-07	РС ГК	759 ап ПТО
036	1941-07-07	РС ГК	12 оминб
036	1941-07-07	РС ГК	51 тд
037	1941-07-07	ВО
037	1941-07-07	ВО	Московский ВО
037	1941-07-07	ВО	Московский ВО	14 мк
037	1941-07-07	ВО	Московский ВО	22 тд
037	1941-07-07	ВО	Московский ВО	30 тд
037	1941-07-07	ВО	Московский ВО	24 иад ПВО
037	1941-07-07	ВО	Московский ВО	78 иад ПВО
038	1941-07-07	ВО	Приволжский ВО
038	1941-07-07	ВО	Приволжский ВО	322 оад о/м РГК
039	1941-07-07	ВО	Орловский ВО
039	1941-07-07	ВО	Орловский ВО	33 кд
039	1941-07-07	ВО	Орловский ВО	765 ап ПТО
039	1941-07-07	ВО	Орловский ВО	329 оад о/м РГК
039	1941-07-07	ВО	Орловский ВО	330 оад о/м РГК
039	1941-07-07	ВО	Орловский ВО	331 оад о/м РГК
039	1941-07-07	ВО	Орловский ВО	1 резервная смешанная авиабригада
040	1941-07-07	ВО	Уральский ВО
040	1941-07-07	ВО	Уральский ВО	311 сд
040	1941-07-07	ВО	Уральский ВО	313 сд
041	1941-07-07	ВО	Сибирский ВО
041	1941-07-07	ВО	Сибирский ВО	49 кд
042	1941-07-07	ВО	Харьковский ВО
042	1941-07-07	ВО	Харьковский ВО	48 кд
042	1941-07-07	ВО	Харьковский ВО	435 кап
042	1941-07-07	ВО	Харьковский ВО	49 бад
042	1941-07-07	ВО	Харьковский ВО	76 сад
043	1941-07-07	ВО	Одесский ВО
043	1941-07-07	ВО	Одесский ВО	26 кд
043	1941-07-07	ВО	Одесский ВО	28 кд
043	1941-07-07	ВО	Одесский ВО	268 кап
043	1941-07-07	ВО	Одесский ВО	272 кап
043	1941-07-07	ВО	Одесский ВО	374 кап
043	1941-07-07	ВО	Одесский ВО	377 кап
044	1941-07-07	ВО	Северокавказский ВО
044	1941-07-07	ВО	Северокавказский ВО	157 сд
044	1941-07-07	ВО	Северокавказский ВО	43 кд
044	1941-07-07	ВО	Северокавказский ВО	47 кд
044	1941-07-07	ВО	Северокавказский ВО	50 кд
044	1941-07-07	ВО	Северокавказский ВО	52 кд
044	1941-07-07	ВО	Северокавказский ВО	53 кд
044	1941-07-07	ВО	Северокавказский ВО	394 кап
044	1941-07-07	ВО	Северокавказский ВО	8 отд. д
044	1941-07-07	ВО	Северокавказский ВО	73 иад
045	1941-07-07	ВО	Закавказский ВО
045	1941-07-07	ВО	Закавказский ВО	3 ск
045	1941-07-07	ВО	Закавказский ВО	4 сд
045	1941-07-07	ВО	Закавказский ВО	47 гсд
045	1941-07-07	ВО	Закавказский ВО	23 ск 
045	1941-07-07	ВО	Закавказский ВО	136 сд
045	1941-07-07	ВО	Закавказский ВО	40 ск 
045	1941-07-07	ВО	Закавказский ВО	9 гсд
045	1941-07-07	ВО	Закавказский ВО	63 гсд
045	1941-07-07	ВО	Закавказский ВО	76 гсд
045	1941-07-07	ВО	Закавказский ВО	77 гсд
045	1941-07-07	ВО	Закавказский ВО	24 кд
045	1941-07-07	ВО	Закавказский ВО	55 УР
045	1941-07-07	ВО	Закавказский ВО	25 кап
045	1941-07-07	ВО	Закавказский ВО	456 кап
045	1941-07-07	ВО	Закавказский ВО	457 кап
045	1941-07-07	ВО	Закавказский ВО	647 кап
045	1941-07-07	ВО	Закавказский ВО	337 гап
045	1941-07-07	ВО	Закавказский ВО	547 гап
045	1941-07-07	ВО	Закавказский ВО	350 гап б/м РГК
045	1941-07-07	ВО	Закавказский ВО	511 озад
045	1941-07-07	ВО	Закавказский ВО	3 корпус ПВО
045	1941-07-07	ВО	Закавказский ВО	443 зенап
045	1941-07-07	ВО	Закавказский ВО	151 озад
045	1941-07-07	ВО	Закавказский ВО	365 озад
045	1941-07-07	ВО	Закавказский ВО	380 озад
045	1941-07-07	ВО	Закавказский ВО	381 озад
045	1941-07-07	ВО	Закавказский ВО	28 мк 
045	1941-07-07	ВО	Закавказский ВО	6 тд
045	1941-07-07	ВО	Закавказский ВО	54 тд
045	1941-07-07	ВО	Закавказский ВО	13 мцп
045	1941-07-07	ВО	Закавказский ВО	55 отд. бронепоезда
045	1941-07-07	ВО	Закавказский ВО	56 отд. бронепоезда
045	1941-07-07	ВО	Закавказский ВО	27 сад
045	1941-07-07	ВО	Закавказский ВО	72 сад
045	1941-07-07	ВО	Закавказский ВО	25 иад
045	1941-07-07	ВО	Закавказский ВО	71 иад
045	1941-07-07	ВО	Закавказский ВО	149 раэ
045	1941-07-07	ВО	Закавказский ВО	150 раэ
045	1941-07-07	ВО	Закавказский ВО	151 раэ
045	1941-07-07	ВО	Закавказский ВО	152 раэ
046	1941-07-07	ВО	Среднеазиатский ВО
046	1941-07-07	ВО	Среднеазиатский ВО	58 ск
046	1941-07-07	ВО	Среднеазиатский ВО	68 гсд
046	1941-07-07	ВО	Среднеазиатский ВО	83 гсд
046	1941-07-07	ВО	Среднеазиатский ВО	4 кк 
046	1941-07-07	ВО	Среднеазиатский ВО	18 гкд
046	1941-07-07	ВО	Среднеазиатский ВО	20 гкд
046	1941-07-07	ВО	Среднеазиатский ВО	21 гкд
046	1941-07-07	ВО	Среднеазиатский ВО	44 кд
046	1941-07-07	ВО	Среднеазиатский ВО	123 кап
046	1941-07-07	ВО	Среднеазиатский ВО	450 кап
046	1941-07-07	ВО	Среднеазиатский ВО	143 озад ПВО
046	1941-07-07	ВО	Среднеазиатский ВО	187 озад ПВО
046	1941-07-07	ВО	Среднеазиатский ВО	189 озад ПВО
046	1941-07-07	ВО	Среднеазиатский ВО	211 озад ПВО
046	1941-07-07	ВО	Среднеазиатский ВО	249 озад ПВО
046	1941-07-07	ВО	Среднеазиатский ВО	4 сабр
047	1941-07-07	ВО	Архангельский ВО
047	1941-07-07	ВО	Архангельский ВО	88 сд
047	1941-07-07	ВО	Архангельский ВО	310 пап РГК
047	1941-07-07	ВО	Архангельский ВО	Архангельский бригадный район ПВО
048	1941-07-07	ВО	Ленинградский ВО
048	1941-07-07	ВО	Ленинградский ВО	281 сд
048	1941-07-07	ВО	Ленинградский ВО	1 сд НО Володарского р
048	1941-07-07	ВО	Ленинградский ВО	6 сд НО Октябрьского р
048	1941-07-07	ВО	Ленинградский ВО	25 кд
049	1941-07-07	ВО	Забайкальский ВО
049	1941-07-07	ВО	Забайкальский ВО	17 армия
049	1941-07-07	ВО	Забайкальский ВО	17 армия	2 
049	1941-07-07	ВО	Забайкальский ВО	17 армия	61 тд
049	1941-07-07	ВО	Забайкальский ВО	17 армия	9 мотобронебригада
050	1941-07-07	ВО	Забайкальский ВО	12 ск
050	1941-07-07	ВО	Забайкальский ВО	65 сд
050	1941-07-07	ВО	Забайкальский ВО	94 сд
050	1941-07-07	ВО	Забайкальский ВО	93 сд
050	1941-07-07	ВО	Забайкальский ВО	114 сд
050	1941-07-07	ВО	Забайкальский ВО	106 гап РГК
050	1941-07-07	ВО	Забайкальский ВО	216 гап РГК
050	1941-07-07	ВО	Забайкальский ВО	413 гап РГК
050	1941-07-07	ВО	Забайкальский ВО	68 озад
050	1941-07-07	ВО	Забайкальский ВО	1  
050	1941-07-07	ВО	Забайкальский ВО	79 
050	1941-07-07	ВО	Забайкальский ВО	3  
050	1941-07-07	ВО	Забайкальский ВО	37 сад
051	1941-07-07	НДФ
051	1941-07-07	НДФ	ДВФ
051	1941-07-07	НДФ	ДВФ	1 армия
051	1941-07-07	НДФ	ДВФ	1 армия	26 ск
051	1941-07-07	НДФ	ДВФ	1 армия	21 сд
051	1941-07-07	НДФ	ДВФ	1 армия	22 сд
051	1941-07-07	НДФ	ДВФ	1 армия	26 сд
051	1941-07-07	НДФ	ДВФ	1 армия	59 ск 
051	1941-07-07	НДФ	ДВФ	1 армия	39 сд
051	1941-07-07	НДФ	ДВФ	1 армия	59 сд
051	1941-07-07	НДФ	ДВФ	1 армия	8 кд
051	1941-07-07	НДФ	ДВФ	1 армия	50 кап
051	1941-07-07	НДФ	ДВФ	1 армия	273 кап
051	1941-07-07	НДФ	ДВФ	1 армия	199 гап б/м РГК
051	1941-07-07	НДФ	ДВФ	1 армия	549 гап б/м РГК
051	1941-07-07	НДФ	ДВФ	1 армия	129 озад
051	1941-07-07	НДФ	ДВФ	1 армия	4  
051	1941-07-07	НДФ	ДВФ	1 армия	30 мк 
051	1941-07-07	НДФ	ДВФ	1 армия	58 тд
051	1941-07-07	НДФ	ДВФ	1 армия	60 тд
051	1941-07-07	НДФ	ДВФ	1 армия	29 мцп
051	1941-07-07	НДФ	ДВФ	1 армия	79 иад
051	1941-07-07	НДФ	ДВФ	1 армия	34 сад
052	1941-07-07	НДФ	ДВФ	2 армия
052	1941-07-07	НДФ	ДВФ	2 армия	1 
052	1941-07-07	НДФ	ДВФ	2 армия	59 тд
052	1941-07-07	НДФ	ДВФ	2 армия	5 отд. д
052	1941-07-07	НДФ	ДВФ	2 армия	3 иап
052	1941-07-07	НДФ	ДВФ	2 армия	14 иап
052	1941-07-07	НДФ	ДВФ	2 армия	306 иап
052	1941-07-07	НДФ	ДВФ	2 армия	312 рап
053	1941-07-07	НДФ	ДВФ	15 армия
053	1941-07-07	НДФ	ДВФ	15 армия	2 
053	1941-07-07	НДФ	ДВФ	15 армия	69 сад
054	1941-07-07	НДФ	ДВФ	25 армия
054	1941-07-07	НДФ	ДВФ	25 армия	39 ск
054	1941-07-07	НДФ	ДВФ	25 армия	32 сд
054	1941-07-07	НДФ	ДВФ	25 армия	40 сд
054	1941-07-07	НДФ	ДВФ	25 армия	92 сд
054	1941-07-07	НДФ	ДВФ	25 армия	105 сд
054	1941-07-07	НДФ	ДВФ	25 армия	107 УР
054	1941-07-07	НДФ	ДВФ	25 армия	108 УР
054	1941-07-07	НДФ	ДВФ	25 армия	110 УР
054	1941-07-07	НДФ	ДВФ	25 армия	111 УР
054	1941-07-07	НДФ	ДВФ	25 армия	282 кап
054	1941-07-07	НДФ	ДВФ	25 армия	548 кап
054	1941-07-07	НДФ	ДВФ	25 армия	386 гап РГК
054	1941-07-07	НДФ	ДВФ	25 армия	5  
054	1941-07-07	НДФ	ДВФ	25 армия	9 отд. д
054	1941-07-07	НДФ	ДВФ	25 армия	70 сад
055	1941-07-07	НДФ	ДВФ	3 
055	1941-07-07	НДФ	ДВФ	29 иад
055	1941-07-07	НДФ	ДВФ	5 сабр
